station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,vwc.10cm, 
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T18:45:00Z,35.57,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T19:00:00Z,35.57,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T19:15:00Z,35.53,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T19:30:00Z,35.57,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T19:45:00Z,35.53,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T20:00:00Z,35.53,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T20:15:00Z,35.47,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T20:30:00Z,35.42,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T20:45:00Z,35.37,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T21:00:00Z,35.37,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T21:15:00Z,35.37,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T21:30:00Z,35.37,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T21:45:00Z,35.37,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T22:00:00Z,35.37,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T22:15:00Z,35.31,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T22:30:00Z,35.31,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T22:45:00Z,35.31,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T23:00:00Z,35.31,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T23:15:00Z,35.31,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T23:30:00Z,35.31,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-08T23:45:00Z,35.31,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T00:00:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T00:15:00Z,35.31,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T00:30:00Z,35.31,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T00:45:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T01:00:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T01:15:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T01:30:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T01:45:00Z,35.31,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T02:00:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T02:15:00Z,35.31,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T02:30:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T02:45:00Z,35.31,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T03:00:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T03:15:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T03:30:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T03:45:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T04:00:00Z,35.21,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T04:15:00Z,35.21,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T04:30:00Z,35.21,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T04:45:00Z,35.21,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T05:00:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T05:15:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T05:30:00Z,35.21,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T05:45:00Z,35.26,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T06:00:00Z,35.21,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T06:15:00Z,35.21,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T06:30:00Z,35.21,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T06:45:00Z,35.21,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T07:00:00Z,35.21,
EA005,Comal_2020_21,29.687279,-98.351009,323,6/17/20,i,2020,2020-04-09T07:15:00Z,35.21,
