station.id,site,latitude,longitude,elevation.m,sampling.year,month,norm.precip,norm.tavg,norm.tavg.sd,norm.tmax,norm.tmax.sd,norm.tmin,norm.tmin.sd
USC00415477,Brazos_2020_16,30.9392,-95.9203,76.8,2021,8,85.344,29.17,0.9452,35.83,1.6124,22.5,0.6116
USC00415477,Brazos_2020_16,30.9392,-95.9203,76.8,2021,9,106.68,25.83,1.0008,32.67,1.6124,19,1.5012
USC00415477,Brazos_2020_16,30.9392,-95.9203,76.8,2021,10,131.826,20.22,0.9452,27.83,1.2788,12.61,1.5568
USC00415477,Brazos_2020_16,30.9392,-95.9203,76.8,2021,11,81.788,14.67,1.7792,22.28,2.224,7.06,1.7792
USC00415477,Brazos_2020_16,30.9392,-95.9203,76.8,2021,12,101.092,10.44,1.5568,17.28,2.0016,3.67,1.8348
USC00415742,Bandera_2020_03,29.81,-99.2497,521.8,2021,1,53.594,9.06,1.8348,16.89,2.3908,1.22,1.7236
USC00415742,Bandera_2020_03,29.81,-99.2497,521.8,2021,2,33.528,11.78,1.8348,19.67,2.5576,3.83,1.8348
USC00415742,Bandera_2020_03,29.81,-99.2497,521.8,2021,3,75.438,16.06,1.8904,23.5,1.7236,8.56,2.4464
USC00415742,Bandera_2020_03,29.81,-99.2497,521.8,2021,4,68.834,19.22,1.668,26.89,2.0016,11.61,1.668
USC00415742,Bandera_2020_03,29.81,-99.2497,521.8,2021,5,161.036,23.44,1.0008,30.17,1.5568,16.67,1.0564
USC00415742,Bandera_2020_03,29.81,-99.2497,521.8,2021,6,64.008,27.17,1.112,33.78,1.7236,20.56,0.8896
USC00415742,Bandera_2020_03,29.81,-99.2497,521.8,2021,7,77.47,28.28,1.0008,35.11,1.8348,21.44,0.6672
USC00415742,Bandera_2020_03,29.81,-99.2497,521.8,2021,8,55.626,28.67,0.8896,36.17,1.7236,21.17,0.6672
USC00415742,Bandera_2020_03,29.81,-99.2497,521.8,2021,9,119.888,25.33,1.1676,32.33,1.8348,18.33,1.3344
USC00415742,Bandera_2020_03,29.81,-99.2497,521.8,2021,10,58.674,20.17,0.834,27.83,1.5012,12.5,1.2232
USC00415742,Bandera_2020_03,29.81,-99.2497,521.8,2021,11,43.942,14.67,1.8904,22.06,2.502,7.28,1.668
USC00415742,Bandera_2020_03,29.81,-99.2497,521.8,2021,12,47.498,10.06,1.0564,17.5,1.8348,2.61,1.5012
USC00417232,Edwards_2019_17,29.9167,-99.7908,625.4,2020,1,29.21,7.39,1.668,16.06,2.502,-1.33,1.7792
USC00417232,Edwards_2019_17,29.9167,-99.7908,625.4,2020,2,29.464,10.11,2.0016,19,2.6688,1.22,1.7792
USC00417232,Edwards_2019_17,29.9167,-99.7908,625.4,2020,3,52.578,14.39,1.7792,22.44,1.668,6.39,2.3352
USC00417232,Edwards_2019_17,29.9167,-99.7908,625.4,2020,4,51.562,17.94,1.7236,26,2.0016,9.89,1.8348
USC00417232,Edwards_2019_17,29.9167,-99.7908,625.4,2020,5,118.11,22.06,0.9452,29.06,1.7236,15.11,0.8896
USC00417232,Edwards_2019_17,29.9167,-99.7908,625.4,2020,6,50.8,26.06,1.1676,32.61,1.668,19.44,1.0564
USC00417232,Edwards_2019_17,29.9167,-99.7908,625.4,2020,7,48.26,26.94,1.1676,33.5,1.668,20.39,1.0008
USC00417232,Edwards_2019_17,29.9167,-99.7908,625.4,2020,8,56.388,27.11,0.834,34.11,1.5012,20.11,0.6672
USC00417232,Edwards_2019_17,29.9167,-99.7908,625.4,2020,9,111.506,23.67,1.2232,30.72,1.6124,16.56,1.4456
USC00417232,Edwards_2019_17,29.9167,-99.7908,625.4,2020,10,68.072,18.39,0.834,26.67,1.5568,10.11,1.5568
USC00417232,Edwards_2019_17,29.9167,-99.7908,625.4,2020,11,29.718,12.94,1.668,21.33,2.0572,4.56,2.2796
USC00417232,Edwards_2019_17,29.9167,-99.7908,625.4,2020,12,38.862,7.83,1.5568,16.67,2.1128,-1.06,2.4464
USC00417994,Sansaba_2020_01,31.4406,-98.5903,459.3,2020,1,42.926,7.94,1.8348,15.5,2.502,0.39,1.7236
USC00417994,Sansaba_2020_01,31.4406,-98.5903,459.3,2020,2,35.306,10.17,2.0016,17.83,2.6688,2.5,1.7236
USC00417994,Sansaba_2020_01,31.4406,-98.5903,459.3,2020,3,74.422,14.78,1.7792,22,1.7236,7.61,2.3352
USC00417994,Sansaba_2020_01,31.4406,-98.5903,459.3,2020,4,58.42,18.5,1.8348,25.83,2.3908,11.11,1.7236
USC00417994,Sansaba_2020_01,31.4406,-98.5903,459.3,2020,5,109.728,22.78,1.1676,29.17,1.668,16.33,1.1676
USC00417994,Sansaba_2020_01,31.4406,-98.5903,459.3,2020,6,64.77,27.17,1.3344,33.67,1.946,20.72,0.9452
USC00417994,Sansaba_2020_01,31.4406,-98.5903,459.3,2020,7,47.498,28.78,1.39,35.5,2.0572,22.11,0.8896
USC00417994,Sansaba_2020_01,31.4406,-98.5903,459.3,2020,8,47.244,29.22,1.2788,36.17,1.7236,22.28,1.0008
USC00417994,Sansaba_2020_01,31.4406,-98.5903,459.3,2020,9,75.692,25.06,1.39,31.72,2.0016,18.44,1.4456
USC00417994,Sansaba_2020_01,31.4406,-98.5903,459.3,2020,10,86.614,19.33,1.3344,26.78,1.8904,11.83,1.4456
USC00417994,Sansaba_2020_01,31.4406,-98.5903,459.3,2020,11,34.544,13.67,1.5568,20.89,2.0016,6.39,1.668
USC00417994,Sansaba_2020_01,31.4406,-98.5903,459.3,2020,12,36.83,8.83,1.4456,16.11,2.0016,1.5,1.7236
USC00418415,Fayette_2021_12,30.0092,-97.1644,96.6,2021,1,64.516,10.17,1.8904,17.44,2.1684,2.94,2.0016
USC00418415,Fayette_2021_12,30.0092,-97.1644,96.6,2021,2,42.672,12.44,2.224,19.61,2.8912,5.22,1.946
USC00418415,Fayette_2021_12,30.0092,-97.1644,96.6,2021,3,83.312,16.83,2.0016,23.94,1.7236,9.72,2.4464
USC00418415,Fayette_2021_12,30.0092,-97.1644,96.6,2021,4,93.472,20.11,1.6124,27.22,1.668,13.06,1.7792
USC00418415,Fayette_2021_12,30.0092,-97.1644,96.6,2021,5,119.126,24.28,1.1676,30.5,1.4456,18.06,1.3344
USC00418415,Fayette_2021_12,30.0092,-97.1644,96.6,2021,6,70.104,28.17,0.9452,34.44,1.7792,21.89,1.0564
USC00418415,Fayette_2021_12,30.0092,-97.1644,96.6,2021,7,55.626,29.39,1.2788,35.67,2.0572,23.17,0.7784
USC00418415,Fayette_2021_12,30.0092,-97.1644,96.6,2021,8,73.406,30.06,0.8896,36.89,1.6124,23.22,0.3892
USC00418415,Fayette_2021_12,30.0092,-97.1644,96.6,2021,9,99.314,26.78,1.112,33.22,1.7236,20.28,1.3344
USC00418415,Fayette_2021_12,30.0092,-97.1644,96.6,2021,10,101.346,21.17,0.8896,28.89,1.39,13.44,1.4456
USC00418415,Fayette_2021_12,30.0092,-97.1644,96.6,2021,11,56.896,15.72,2.0572,23.17,2.2796,8.33,2.1684
USC00418415,Fayette_2021_12,30.0092,-97.1644,96.6,2021,12,75.438,11.11,1.6124,18.17,2.3352,4.11,1.7236
USC00418446,Washington_2020_08,30.3367,-96.5403,80.2,2021,1,77.216,9.44,2.3908,17.11,2.3352,1.78,2.8912
USC00418446,Washington_2020_08,30.3367,-96.5403,80.2,2021,2,58.42,11.83,2.502,19.28,2.8356,4.39,2.4464
USC00418446,Washington_2020_08,30.3367,-96.5403,80.2,2021,3,95.504,16.06,2.224,23.56,1.946,8.56,2.9468
USC00418446,Washington_2020_08,30.3367,-96.5403,80.2,2021,4,91.44,19.78,1.8904,27.17,1.7236,12.44,2.4464
USC00418446,Washington_2020_08,30.3367,-96.5403,80.2,2021,5,150.876,24.06,1.1676,30.78,1.1676,17.33,1.8348
USC00418446,Washington_2020_08,30.3367,-96.5403,80.2,2021,6,74.168,27.89,0.9452,34.83,1.5568,21,1.4456
USC00418446,Washington_2020_08,30.3367,-96.5403,80.2,2021,7,55.88,29.22,1.1676,36.17,1.668,22.33,1.4456
USC00418446,Washington_2020_08,30.3367,-96.5403,80.2,2021,8,87.376,29.94,1.0564,37.33,1.5012,22.56,1.39
USC00418446,Washington_2020_08,30.3367,-96.5403,80.2,2021,9,98.044,26.56,1.3344,33.94,1.7792,19.22,1.6124
USC00418446,Washington_2020_08,30.3367,-96.5403,80.2,2021,10,104.902,20.83,1.3344,29.11,1.4456,12.56,2.2796
USC00418446,Washington_2020_08,30.3367,-96.5403,80.2,2021,11,72.136,15.22,1.946,23.22,2.2796,7.22,2.1684
USC00418446,Washington_2020_08,30.3367,-96.5403,80.2,2021,12,84.582,10.67,1.8904,18.17,2.0016,3.22,2.502
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2020,1,77.216,10.78,2.0572,16.72,2.3908,4.78,1.8904
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2020,2,57.404,13.06,2.3908,18.94,2.8912,7.22,2.2796
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2020,3,97.536,17.39,2.0016,23.22,1.8348,11.5,2.3352
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2020,4,72.39,20.61,1.6124,26.5,1.7792,14.72,1.5568
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2020,5,130.302,24.67,0.9452,30.17,1.2232,19.17,0.9452
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2020,6,79.248,28.44,1.0008,33.94,1.6124,23,0.6672
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2020,7,55.88,29.67,1.0008,35.28,1.6124,24.06,0.6672
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2020,8,82.55,30.28,1.0008,36.39,1.6124,24.22,0.556
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2020,9,97.282,27.17,1.0564,32.78,1.5568,21.5,1.0564
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2020,10,116.332,21.72,0.9452,27.94,1.2788,15.44,1.112
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2020,11,64.516,16.22,1.8348,22.33,2.1684,10.11,1.7236
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2020,12,88.9,11.94,1.5568,17.78,2.0016,6.17,1.6124
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2021,1,77.216,10.78,2.0572,16.72,2.3908,4.78,1.8904
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2021,2,57.404,13.06,2.3908,18.94,2.8912,7.22,2.2796
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2021,3,97.536,17.39,2.0016,23.22,1.8348,11.5,2.3352
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2021,4,72.39,20.61,1.6124,26.5,1.7792,14.72,1.5568
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2021,5,130.302,24.67,0.9452,30.17,1.2232,19.17,0.9452
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2021,6,79.248,28.44,1.0008,33.94,1.6124,23,0.6672
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2021,7,55.88,29.67,1.0008,35.28,1.6124,24.06,0.6672
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2021,8,82.55,30.28,1.0008,36.39,1.6124,24.22,0.556
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2021,9,97.282,27.17,1.0564,32.78,1.5568,21.5,1.0564
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2021,10,116.332,21.72,0.9452,27.94,1.2788,15.44,1.112
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2021,11,64.516,16.22,1.8348,22.33,2.1684,10.11,1.7236
USW00003904,Brazos_2020_18,30.5892,-96.3647,93,2021,12,88.9,11.94,1.5568,17.78,2.0016,6.17,1.6124
USW00012960,Harris_2020_03,29.98,-95.36,29,2020,1,89.154,11.94,2.1684,17.67,2.2796,6.17,2.2796
USW00012960,Harris_2020_03,29.98,-95.36,29,2020,2,61.214,14.28,2.4464,20,2.502,8.61,2.6132
USW00012960,Harris_2020_03,29.98,-95.36,29,2020,3,83.566,18.11,2.0016,23.78,1.7236,12.39,2.3352
USW00012960,Harris_2020_03,29.98,-95.36,29,2020,4,106.68,21.17,1.39,26.83,1.39,15.56,1.4456
USW00012960,Harris_2020_03,29.98,-95.36,29,2020,5,134.62,25.17,0.9452,30.44,1.1676,19.83,0.9452
USW00012960,Harris_2020_03,29.98,-95.36,29,2020,6,134.366,28.56,0.7784,33.83,1.2788,23.28,0.6116
USW00012960,Harris_2020_03,29.98,-95.36,29,2020,7,121.412,29.5,0.834,34.5,1.2232,24.5,0.7228
USW00012960,Harris_2020_03,29.98,-95.36,29,2020,8,150.114,29.89,0.9452,35.22,1.39,24.5,0.6116
USW00012960,Harris_2020_03,29.98,-95.36,29,2020,9,131.572,27.11,0.834,32.39,1.2232,21.89,1.112
USW00012960,Harris_2020_03,29.98,-95.36,29,2020,10,148.59,22.22,0.7228,28.39,1.0564,16.06,0.9452
USW00012960,Harris_2020_03,29.98,-95.36,29,2020,11,66.548,16.89,1.6124,22.89,1.8904,10.83,1.5012
USW00012960,Harris_2020_03,29.98,-95.36,29,2020,12,92.202,13.22,1.4456,18.72,1.7792,7.72,1.39
USW00012960,Harris_2020_03,29.98,-95.36,29,2021,1,89.154,11.94,2.1684,17.67,2.2796,6.17,2.2796
USW00012960,Harris_2020_03,29.98,-95.36,29,2021,2,61.214,14.28,2.4464,20,2.502,8.61,2.6132
USW00012960,Harris_2020_03,29.98,-95.36,29,2021,3,83.566,18.11,2.0016,23.78,1.7236,12.39,2.3352
USW00012960,Harris_2020_03,29.98,-95.36,29,2021,4,106.68,21.17,1.39,26.83,1.39,15.56,1.4456
USW00012960,Harris_2020_03,29.98,-95.36,29,2021,5,134.62,25.17,0.9452,30.44,1.1676,19.83,0.9452
USW00012960,Harris_2020_03,29.98,-95.36,29,2021,6,134.366,28.56,0.7784,33.83,1.2788,23.28,0.6116
USW00012960,Harris_2020_03,29.98,-95.36,29,2021,7,121.412,29.5,0.834,34.5,1.2232,24.5,0.7228
USW00012960,Harris_2020_03,29.98,-95.36,29,2021,8,150.114,29.89,0.9452,35.22,1.39,24.5,0.6116
USW00012960,Harris_2020_03,29.98,-95.36,29,2021,9,131.572,27.11,0.834,32.39,1.2232,21.89,1.112
USW00012960,Harris_2020_03,29.98,-95.36,29,2021,10,148.59,22.22,0.7228,28.39,1.0564,16.06,0.9452
USW00012960,Harris_2020_03,29.98,-95.36,29,2021,11,66.548,16.89,1.6124,22.89,1.8904,10.83,1.5012
USW00012960,Harris_2020_03,29.98,-95.36,29,2021,12,92.202,13.22,1.4456,18.72,1.7792,7.72,1.39
USW00012970,Bexar_2019_13,29.3389,-98.4719,173.8,2020,1,45.466,12.06,1.8904,18.61,2.502,5.5,1.7236
USW00012970,Bexar_2019_13,29.3389,-98.4719,173.8,2020,2,28.702,14.72,2.224,21.17,2.78,8.33,2.0572
USW00012970,Bexar_2019_13,29.3389,-98.4719,173.8,2020,3,56.896,18.83,2.0016,24.94,1.7792,12.78,2.7244
USW00012970,Bexar_2019_13,29.3389,-98.4719,173.8,2020,4,54.356,22.11,1.7792,28.39,2.1684,15.83,1.6124
USW00012970,Bexar_2019_13,29.3389,-98.4719,173.8,2020,5,94.488,25.94,1.0564,31.72,1.7236,20.11,0.834
USW00012970,Bexar_2019_13,29.3389,-98.4719,173.8,2020,6,60.452,29.22,1.2232,35,1.946,23.5,0.7228
USW00012970,Bexar_2019_13,29.3389,-98.4719,173.8,2020,7,51.562,30.28,1.2788,36.33,2.1684,24.22,0.6672
USW00012970,Bexar_2019_13,29.3389,-98.4719,173.8,2020,8,69.088,30.94,1.112,37.28,1.8904,24.61,0.5004
USW00012970,Bexar_2019_13,29.3389,-98.4719,173.8,2020,9,88.138,28,1.2788,33.72,1.8904,22.28,1.112
USW00012970,Bexar_2019_13,29.3389,-98.4719,173.8,2020,10,57.658,22.94,1.0008,29.39,1.3344,16.56,1.2232
USW00012970,Bexar_2019_13,29.3389,-98.4719,173.8,2020,11,35.052,17.5,1.7792,23.72,2.0016,11.28,1.7236
USW00012970,Bexar_2019_13,29.3389,-98.4719,173.8,2020,12,39.37,13.17,1.3344,19.33,1.946,6.94,1.4456
USW00023907,Williamson_2019_09,30.6222,-98.0847,414.8,2020,1,50.038,10.06,1.7792,15.78,2.2796,4.39,1.5012
USW00023907,Williamson_2019_09,30.6222,-98.0847,414.8,2020,2,34.544,11.83,2.3908,17.72,2.8356,6,2.1128
USW00023907,Williamson_2019_09,30.6222,-98.0847,414.8,2020,3,72.39,16.5,1.668,22.28,1.5012,10.72,2.0572
USW00023907,Williamson_2019_09,30.6222,-98.0847,414.8,2020,4,71.628,19.78,1.5568,25.67,1.668,13.89,1.6124
USW00023907,Williamson_2019_09,30.6222,-98.0847,414.8,2020,5,117.348,23.39,1.0008,28.89,1.4456,17.94,0.834
USW00023907,Williamson_2019_09,30.6222,-98.0847,414.8,2020,6,46.99,27.33,0.8896,33,1.39,21.67,0.556
USW00023907,Williamson_2019_09,30.6222,-98.0847,414.8,2020,7,48.514,28.61,1.112,34.61,1.7792,22.61,0.6116
USW00023907,Williamson_2019_09,30.6222,-98.0847,414.8,2020,8,59.436,29.22,1.0564,35.5,1.4456,22.94,0.6672
USW00023907,Williamson_2019_09,30.6222,-98.0847,414.8,2020,9,90.17,25.72,1.39,31.22,1.8904,20.28,1.0564
USW00023907,Williamson_2019_09,30.6222,-98.0847,414.8,2020,10,88.138,20.78,1.2232,26.44,1.4456,15.11,1.1676
USW00023907,Williamson_2019_09,30.6222,-98.0847,414.8,2020,11,54.864,15.28,1.7236,20.61,1.7792,9.89,1.8348
USW00023907,Williamson_2019_09,30.6222,-98.0847,414.8,2020,12,44.196,10.83,1.4456,16.17,1.7236,5.5,1.4456
