"site","sampling.year","visit.type","ho.30","hn.30","ppfd.30","cond.30","eet.30","pet.30","aet.30","wn.30","ai.30","pt.30","ho.60","hn.60","ppfd.60","cond.60","eet.60","pet.60","aet.60","wn.60","ai.60","pt.60","ho.90","hn.90","ppfd.90","cond.90","eet.90","pet.90","aet.90","wn.90","ai.90","pt.90","ho.15yr","hn.15yr","ppfd.15yr","cond.15yr","eet.15yr","pet.15yr","aet.15yr","wn.15yr","ai.15yr","pt.15yr","wn1","wn2","wn3","wn4","wn5","wn6","wn7","wn8","wn9","wn10","wn15","wn20","wn30","wn60","wn90"
"Comal_2020_21",2020,"initial",33224872.8579844,11939622.7571053,33.6919188801204,288.940922499412,1481.11240990003,1866.20163647404,1866.20163647404,81.5803601327851,0.517879933302397,1.26,33226298.704724,11969421.721625,33.7757675952467,310.282372849511,1589.45181425949,2002.70928596696,2002.70928596696,80.5429425894234,0.56375949795872,1.26,33227552.7626998,11966559.8081384,33.781663838561,330.115948694819,1685.87994287748,2124.20872802563,2124.20872802563,80.0381466049982,0.569983714183004,1.26,33213255.7885671,11785898.0316938,33.2786786511336,236.310991628856,1205.78479166088,1519.28883749271,1270.69458565761,104.314159668465,0.580861056792658,1.05481095825675,79.7181380613644,80.4536618687501,81.8940038326872,83.5384468280932,85.2906152314479,87.1205256399919,89.0138317445317,90.9625220053157,92.9765760742972,95.0540027060258,106.203701590447,117.720663647381,129.407105883481,97.401876169911,88.9890271959293
"Edwards_2019_17",2020,"initial",33167498.0767515,12032673.6470802,33.9500244149301,292.875990156391,1503.11668369791,1893.92702145937,1893.92702145937,12.0867943066762,0.317145107510619,1.26,33168918.3157583,12061638.8611184,34.0298491852222,314.396212101912,1613.0111823434,2032.39408975268,2032.39408975268,11.8289488047871,0.310159182206985,1.26,33170168.1260843,12057779.2047693,34.0306998604195,334.428701236698,1711.21711800845,2156.13356869064,2156.13356869064,13.2145326480864,0.350181314850319,1.26,33155722.5827221,11867894.4249755,33.5228661405494,238.275916751115,1212.28250059461,1527.47595074921,1247.84217730937,15.8319611719823,0.367856923775887,1.03009853290577,3.96027535541507,4.11527258381257,4.29822837990345,4.51454116173092,4.7706800255246,5.07394944391915,5.43375440505057,5.86244748658643,6.37034890023266,6.96977400532609,11.7697738652575,13.1754548586766,13.8008234288954,10.9240191029878,18.9233503552507
"Fayette_2019_04",2020,"initial",33118234.461057,11830239.7100136,33.3666452256892,285.808815022552,1470.22001480673,1852.47721865648,1852.47721865648,106.14050041234,0.711053046765299,1.26,33119692.4613988,11863063.1010698,33.4583902076118,307.182274554491,1579.25382826637,1989.85982361562,1989.85982361562,104.57766695973,0.720418872435565,1.26,33120973.7344265,11863777.8696426,33.4719708608146,327.191765431322,1677.60772925957,2113.78573886706,2113.78573886706,104.06970661188,0.70826458112468,1.26,33106667.1976813,11672039.1834572,32.9646782540062,235.227985447487,1198.31814920085,1509.88086799307,1296.81480152409,119.024641901122,0.674629281217716,1.08262997382693,50.5996797820754,51.221205946625,52.1912029735021,53.2752372073435,54.4278081377278,55.6353997054169,56.8896459651238,58.1873594286618,59.5279434013044,60.911216008507,68.2436100426894,74.6889652993155,84.6189546044328,83.2677682506539,87.577285907173
"Fayette_2020_09",2021,"initial",33175702.0935758,12601388.2584644,35.3148738912658,67.2166005626317,357.121721704491,449.973369347659,449.973369347659,152.098245159923,1.86738869474915,1.26,33175702.0935758,12449861.4175129,34.9928272997749,87.5047360225531,456.420058473362,575.089273676437,575.089273676437,131.603775669541,1.48590092373516,1.26,33175702.0935758,12265197.4150321,34.5583603333901,106.412479165569,546.734690486452,688.885710012929,688.885710012929,133.049289233231,1.29996974758149,1.26,33188041.3664154,11706295.7208129,33.0354492077411,235.489367122152,1205.71806776528,1519.20476538426,1293.40799384537,96.8090763449389,0.661115854515078,1.07311184617555,193.184824004252,187.647860070038,187.654187207514,189.036846406698,189.866441926209,190.419505605883,190.814551091364,191.110835205475,190.320979106179,190.194242598662,167.703389448325,153.509282650408,146.497322297051,107.62569576471,118.059700862775
"Fayette_2021_12",2021,"initial",33174384.5556688,12611840.6378059,35.3536061381367,68.0090985373102,360.669596031414,454.443690999581,454.443690999581,49.066392816551,1.41042355602114,1.26,33174384.5556688,12455577.6995871,35.0262671804257,88.1886531490746,458.586334207542,577.818781101503,577.818781101503,39.7611917538521,1.15158957711537,1.26,33174384.5556688,12272368.4960219,34.5884508732501,107.117450165786,549.338924146727,692.167044424876,692.167044424876,34.9933569507747,1.01015772210589,1.26,33186725.2067639,11715547.2646496,33.0790074448494,235.197831867418,1200.73293480767,1512.92349785766,1251.79516408064,37.9806827993992,0.652385510678601,1.04348609277615,66.4138531342919,69.2042701606303,71.9831707573342,74.0535466294979,75.2957721527961,76.1239225016616,75.3519252332453,74.8107498864349,74.9497317130761,75.4812259663674,61.774523758449,57.7891735043095,58.7136679363931,34.8143681979394,28.357990218012
"Harris_2020_03",2020,"initial",33193411.9466805,11843868.8405001,33.353152681657,286.038185160131,1484.02013592534,1869.86537126592,1869.86537126592,155.079400196281,1.10282173399677,1.26,33194867.2063901,11877538.1031904,33.4465840997482,307.433898179972,1594.47346928064,2009.03657129361,2009.03657129361,151.88336632581,1.05449855978276,1.26,33196145.7139083,11880854.9139155,33.4625922913223,327.686379038461,1696.51640882024,2137.6106751135,2137.6106751135,151.571346021729,1.03131837674741,1.26,33181969.4825099,11691326.5204259,32.9590899727232,945.466976249197,4866.00443152355,6131.16558371967,5101.54582989302,150.429168755879,0.970228884665369,1.04855590679307,72.6564948819931,66.1656181567187,62.0068752147697,60.5559943937936,60.2123384630784,60.4435472070174,61.0229648838593,61.8380736865544,62.8235646641763,63.9420232971371,70.8047449670611,77.7592247204262,85.8172192926425,95.7323144794872,112.736686981417
"Harris_2020_03",2020,"primary",33191977.6122738,11791449.1263118,33.219215541774,266.930444477888,1381.63192682533,1740.85622779991,1740.85622779991,159.245507558779,1.13403401190687,1.26,33193617.4993457,11850690.2078497,33.369876140135,288.950864077399,1499.80816207483,1889.75828421429,1889.75828421429,154.364522430439,1.09121266370708,1.26,33195047.1444853,11879739.1155699,33.4532052443772,310.215819898171,1608.62808731934,2026.87139002237,2026.87139002237,151.797148245426,1.0579063779184,1.26,33181969.4825099,11691326.5204259,32.9590899727232,945.466976249197,4866.00443152355,6131.16558371967,5101.54582989302,150.429168755879,0.970228884665369,1.04855590679307,78.744432100393,80.5729193584743,82.4517913278729,84.3839127784381,86.3716003132309,88.4132080864473,90.5090677946939,92.6605857716044,94.8644374955477,97.1215805067708,108.666771890332,121.427382315679,116.682493197315,102.332808941171,106.326367675523
"Harris_2020_03",2021,"initial",33169623.8530506,12600924.3476233,35.2581929830067,64.9691718654797,349.025676142203,439.772351939176,439.772351939176,180.936767169365,1.67668654234995,1.26,33169623.8530506,12453281.7372639,34.9515718716365,85.4326356553059,450.06425156033,567.080956966016,567.080956966016,162.417292074896,1.49553652103825,1.26,33169623.8530506,12272835.1337139,34.5262224098651,104.614787867851,543.007270801275,684.189161209607,684.189161209607,165.10287377864,1.30278807423248,1.26,33181969.4825099,11691326.5204259,32.9590899727232,945.466976249197,4866.00443152355,6131.16558371967,5101.54582989302,150.429168755879,0.970228884665369,1.04855590679307,205.48752388741,208.070720980787,210.705097137096,209.295372587482,208.42886402876,208.775516983977,209.803850193368,210.575100100411,211.174961139222,211.654849970271,209.177308579725,181.482472200327,163.754660004824,135.615421316397,148.995507945428
"Harris_2020_03",2021,"primary",33169623.8530506,12669768.6701294,35.3696720662505,47.7019242588215,260.308089272874,327.988192483822,327.988192483822,191.436701228195,1.26794805395476,1.26,33169623.8530506,12578853.8454613,35.2096976550545,69.2110417469682,370.840526625146,467.259063547684,467.259063547684,175.444032510314,1.77537333515274,1.26,33169623.8530506,12418731.7395042,34.8739306314254,89.3568796912686,469.116609431278,591.08692788341,591.08692788341,162.12264582312,1.44059484524746,1.26,33181969.4825099,11691326.5204259,32.9590899727232,945.466976249197,4866.00443152355,6131.16558371967,5101.54582989302,150.429168755879,0.970228884665369,1.04855590679307,173.949037091313,176.762657072708,178.994675735609,180.98823597339,174.457757676327,171.066972782266,168.961236976367,168.099785794387,168.064371876355,168.339406175879,170.771614757397,179.245905453777,189.426622284376,165.109936286307,150.052709073207
"Hays_2021_54",2021,"initial",33141708.705827,12624057.570319,35.4252753166803,69.6147633574633,366.543734812716,461.845105864022,461.845105864022,79.4984831564871,0.905296998290809,1.26,33141708.705827,12468138.6433647,35.0864615034112,89.8189514529322,464.682505128744,585.499956462218,585.499956462218,66.2729584949637,0.747116516004776,1.26,33141708.705827,12280311.4139154,34.6407472260899,108.609038525503,553.682601870483,697.640078356808,697.640078356808,61.4898735893774,0.672856105083056,1.26,33154083.4723163,11737314.3451422,33.1539083908461,235.869634184031,1200.46052502566,1512.58026153233,1256.82100976307,68.715030917603,0.570468805822814,1.04870999233637,101.259724494278,103.714077043537,104.42276459302,102.463725070784,99.4411011440399,97.9234223681342,97.5325269992603,97.8046171324979,95.1348933503703,91.7817308362881,83.2456308459346,82.90827425289,80.3929684951038,52.3925494476219,48.7818173482259
"Kerr_2020_03",2021,"initial",33107435.2060569,12676368.0555246,35.647170296511,70.7330680167784,367.067094093096,462.504538557301,462.504538557301,107.82642490558,1.01851409741277,1.26,33107435.2060569,12518920.0110691,35.3002257560012,90.9107193709649,463.941820593447,584.566693947743,584.566693947743,91.9992277480745,0.823449740407261,1.26,33107435.2060569,12330101.2610425,34.847378999526,109.635467414157,551.781444224039,695.244619722289,695.244619722289,88.1154385164871,0.734895138345822,1.26,33119845.6197999,11783880.4166911,33.3613211181915,235.611241643378,1182.11522213848,1489.46517989449,1263.05991282327,68.7342409262896,0.453071864664321,1.06885057745719,87.4122259951723,89.3966483808557,90.817872610286,90.6635818113148,91.2293403042129,92.2874853724596,93.6244400697618,95.030295273193,96.1493122331514,97.4517442218762,104.909520065118,114.342544339974,107.592292890227,74.4722448671411,73.5826711593674
"Menard_2020_01",2020,"initial",32828649.9916318,11821905.8735367,33.4936856736438,288.607588788547,1443.78103584548,1819.1641051653,1819.1641051653,32.2532295611691,0.345144007816133,1.26,32830116.5275268,11851397.5457639,33.578179131464,309.931126675201,1548.91313259175,1951.6305470656,1951.6305470656,31.9861767690707,0.345523690790711,1.26,32831406.7264405,11847462.9845765,33.5816550657168,329.623460617549,1642.07040436399,2069.00870949862,2069.00870949862,34.9126294097557,0.35090600990362,1.26,32816596.194085,11658759.8473392,33.0597645452975,470.090875807959,2336.86586012751,2944.45098376067,2470.72542319328,50.829842927522,0.437315130122565,1.0591289364411,21.5328013744883,22.1504408790127,22.8004716752141,23.485058574496,24.2058693045403,24.9647956762165,25.7634401641576,26.6041545379889,27.4931538451113,28.4298178949738,33.8904105285844,40.0778986475589,42.9213591047284,35.4998316747126,50.5541674584077
"Menard_2020_01",2020,"primary",32826663.755104,11748988.7247518,33.3073145715661,262.500371935253,1309.18285616873,1649.57039877261,1649.57039877261,31.6306084143299,0.348356512828777,1.26,32828385.8574786,11812877.922122,33.4720167059042,284.908740457969,1424.30801791654,1794.62810257484,1794.62810257484,32.0783190757655,0.338650436555646,1.26,32829885.2742014,11849332.2790204,33.5697542162455,306.505936567428,1532.76119704332,1931.27910827459,1931.27910827459,31.921317531092,0.348690972100162,1.26,32816596.194085,11658759.8473392,33.0597645452975,470.090875807959,2336.86586012751,2944.45098376067,2470.72542319328,50.829842927522,0.437315130122565,1.0591289364411,24.9194631482556,25.6564533893598,26.4326641416205,27.2496520582895,28.1120846645243,29.0218662733671,29.9813147078235,30.9954267429414,32.0660632580911,33.1940593978851,37.5829106224132,32.7832990596993,29.3462749410879,33.7268821287597,32.367930925223
"Sansaba_2020_01",2020,"initial",32693520.1945294,11708288.9143752,33.1858547283662,287.579386304228,1434.49046513636,1807.45798607181,1807.45798607181,21.8014145094503,0.49937264815855,1.26,32695002.281803,11737970.6446808,33.270808217311,308.86886308203,1539.11852774292,1939.28934495607,1939.28934495607,21.3572360599961,0.507797396134461,1.26,32696306.16219,11733613.4126792,33.2742908569139,328.498621239953,1631.22124488854,2055.33876855956,2055.33876855956,22.8283819828444,0.5386114905018,1.26,32681338.5766072,11543123.0462359,32.7494788712745,233.969239440197,1159.29497773623,1460.71167194765,1199.36387972221,24.2176586449174,0.504251656538391,1.03672284862828,7.71594141613422,8.28143002142674,8.92921280555005,9.67153287126472,10.5202451383804,11.4877535592132,12.5846915969864,13.8243901361689,15.227896568495,16.7954723618876,26.7579498422455,33.146067747444,39.8024527517742,27.3299387507123,33.4957246927102
"Uvalde_2020_02",2020,"initial",33292923.4326824,12022187.301552,33.8819699009422,292.113717658569,1509.38477989199,1901.82482266391,1901.82482266391,24.1416767993829,0.314040431947052,1.26,33294328.5260904,12050187.1076548,33.9604846819537,313.496573047298,1618.91583287448,2039.83394942184,2039.83394942184,23.982062402485,0.318318993226404,1.26,33295565.0082895,12046385.0343939,33.961324192033,333.47372167447,1717.57924234491,2164.14984535459,2164.14984535459,25.4326861916878,0.336064477989432,1.26,33281273.5139307,11853460.2520625,33.4618953865867,948.616572180346,4845.25072032696,6105.01590761197,5097.04350518761,37.5469422998124,0.426848919553362,1.05267284759659,13.3511004353788,13.766243891592,14.2110209633284,14.687566265116,15.1982814503369,15.7452398759437,16.3323432004991,16.9636429747487,17.6403963891147,18.3647008100707,22.6855809664516,26.3341368960403,30.0387391163896,25.8398951821867,33.2796386400793
