"site","sampling.year","visit.type","pt.30","ai.30","pt.60","ai.60","pt.90","ai.90"
"Austin_2020_03",2021,"initial",0.626333210833656,3.02442408615309,0.461889356346955,1.67602748939412,0.539440866332785,1.2816567102965
"Bandera_2020_03",2021,"initial",0.544135793199242,1.40012872604937,0.339223925643009,0.771478163922672,0.307469735780188,0.603832446608627
"Bandera_2020_03",2021,"primary",0.38611939114195,0.770023426562458,0.478484466124954,1.06725765572516,0.360334410878983,0.767196978037498
"Bell_2020_05",2020,"initial",0.326917867014039,0.409336715918383,0.433043336853623,0.496124919812669,0.578455835550104,0.662513204430208
"Bell_2021_08",2021,"initial",0.401909019393101,1.23460776141205,0.303934430727262,0.768333502848978,0.354931588312537,0.59030790065244
"Bell_2021_08",2021,"primary",0.49246022703408,0.675808693325424,0.44222850279903,0.943751709499233,0.365149977173231,0.736797267745527
"Bexar_2019_13",2020,"initial",0.419696548674737,0.763232945041551,0.311706046924788,0.632018801507904,0.330382688536207,0.670017901431144
"Bexar_2019_13",2020,"primary",0.120039099593892,0.0557255383431379,0.268366583840746,0.400562630836354,0.247178414292642,0.428460482111119
"Blanco_2019_16",2020,"initial",0.555253523814529,0.7478699070601,0.443966834570075,0.972902198286623,0.44009222360638,0.939651908707306
"Brazos_2020_16",2021,"initial",0.529425970737994,1.50804937668617,0.488775038390548,1.01166722849213,0.602532741616096,0.820396608186076
"Brazos_2020_18",2020,"initial",0.515909607033316,0.994207976769513,0.501729238816849,0.827113546799037,0.596547606389346,0.793103590186575
"Brazos_2020_18",2021,"initial",0.767675987490548,1.80919055876161,0.631493697858627,1.42939316056084,0.677318132112483,1.10838081536985
"Burnet_2020_12",2021,"initial",0.3777772565036,1.17811982303912,0.317202040370663,0.756603813686702,0.337840373104195,0.660391468246429
"Burnet_2020_12",2021,"primary",0.546401273147908,0.923659754396824,0.462089264825754,1.04475453361069,0.393601784629745,0.818130102999253
"Burnet_2020_14",2021,"initial",0.517948905126957,1.43011283589698,0.385451330592568,0.870531745776541,0.357695096385668,0.759080267024154
"Comal_2020_19",2021,"initial",0.450675565360728,1.44706837712466,0.317459824060677,0.800207931592146,0.329670980671127,0.672978409569279
"Comal_2020_21",2020,"initial",0.556565205726453,0.441230840964513,0.4138280101226,0.801949316816113,0.392637421842782,0.763160428690195
"Edwards_2019_17",2020,"initial",0.197720740114185,0.316674839153824,0.220789828100963,0.267524020228831,0.34881657712539,0.490165239139633
"Fayette_2019_04",2020,"initial",0.315412360101051,0.391797988286328,0.326170502002006,0.610943992313984,0.375545457342184,0.581306932919028
"Fayette_2020_09",2021,"initial",0.661002138754375,3.35180041461349,0.457939177447931,1.81835250261761,0.525447421494672,1.37939604609904
"Fayette_2021_12",2021,"initial",0.651007180477124,2.42515976190732,0.405518593478885,1.37794863845097,0.35729007859408,1.04937513536054
"Harris_2020_03",2020,"initial",0.30505879744553,0.750746549853379,0.320247885754442,0.583977148077291,0.386002803027562,0.610234296749276
"Harris_2020_03",2020,"primary",0.449801958350894,1.0247300077683,0.379055795659439,0.811225772997857,0.376345418637818,0.745034257519031
"Harris_2020_03",2021,"initial",0.61727043677123,2.49404795887433,0.481583057225731,1.72377181504264,0.561667426834864,1.31241266769042
"Harris_2020_03",2021,"primary",0.643465880015803,1.28858371338927,0.587516132213419,2.09458000528529,0.525738177842264,1.52172270782709
"Hays_2021_54",2021,"initial",0.465753903876273,1.42736906226968,0.313125656816814,0.824053068074941,0.307779490842024,0.661878710338499
"Kerr_2020_03",2021,"initial",0.515284329685439,1.29083929814023,0.344225591871868,0.717678490155124,0.345343931623059,0.582047505406442
"Menard_2020_01",2020,"initial",0.244418955815668,0.366701296407924,0.209531513062294,0.359061913804413,0.31933312406915,0.38328157462558
"Menard_2020_01",2020,"primary",0.157058890019703,0.374761248772564,0.186820234993795,0.30405300273875,0.183489015002262,0.359223710092988
"Russel_2020_01",2020,"initial",0.529698346940256,0.538885004651284,0.488649620866091,0.913246623156957,0.5072432666729,0.768297078338722
"Sansaba_2020_01",2020,"initial",0.455029831984025,0.670833598475269,0.426713354518836,0.648152824290116,0.554358444178153,0.768069969239262
"Uvalde_2020_02",2020,"initial",0.207428735028956,0.216559037517797,0.190058676480527,0.294052942864552,0.250019712128931,0.394944973941902
"Uvalde_2020_02",2020,"primary",0.0890457343160182,0.105291671998397,0.135310846422622,0.169148657388858,0.147650777551608,0.234215018146522
"Uvalde_2020_02",2021,"initial",0.288421004676296,0.716216220036913,0.199625552670623,0.387827604921996,0.19348017121434,0.317670628779708
"Uvalde_2020_02",2021,"primary",0.232400455613191,0.474267451075967,0.265595878252666,0.535417721033453,0.211112596866176,0.462704819817284
"Washington_2020_08",2021,"initial",0.695421213035,1.45528845691638,0.486494046809683,1.26844145965212,0.492645705501319,0.962832392351359
"Williamson_2019_09",2020,"initial",0.307601441636833,0.408130728056027,0.362308668188549,0.459707214298281,0.492212291545806,0.582552316391066
"Williamson_2019_10",2020,"initial",0.223437472327073,0.301750480277671,0.233459202235507,0.369246369441047,0.317390465103032,0.473398063878967
"Williamson_2019_10",2020,"primary",0.172630458060392,0.351645682004672,0.200696550881042,0.327435580826852,0.215828881464614,0.363504650319856
