station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,additive.precip
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 00:00 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 00:15 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 00:30 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 00:45 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 01:00 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 01:15 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 01:30 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 01:45 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 02:00 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 02:15 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 02:30 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 02:45 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 03:00 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 03:15 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 03:30 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 03:45 CDT,335.026
NMOT2,Uvalde_2020_02,29.52639,-100.01833,379.1712,5/24/21,i,2021,04/02/2021 04:00 CDT,335.026
