station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,atm.pressure,air.temp,relative.humidity,wind.speed,wind.gust,solar.rad,incremental.precip,accumulated.precip,additive.precip,wind.cardinaldirection,seal.level.pressure
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 10:04 CDT,99018,26.11,83,3.13,5.81,192,,,408.686,ESE,101007.84
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 11:04 CDT,98984,27.78,73,2.68,6.26,369,,,408.686,SSE,100962.04
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 12:04 CDT,98984,27.22,76,1.79,6.26,304,,,408.686,SSE,100965.75
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 13:04 CDT,98984,30.56,61,3.58,7.15,866,,,408.686,SSE,100943.79
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 14:04 CDT,98950,31.67,56,4.47,8.05,874,,,408.686,SSE,100901.94
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 15:04 CDT,98849,32.22,54,3.13,8.05,882,,,408.686,SSE,100795.41
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 16:04 CDT,98781,32.22,51,4.02,8.05,847,,,408.686,SSE,100726.08
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 17:04 CDT,98713,33.33,48,3.13,8.05,866,,,408.686,SSE,100649.65
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 18:04 CDT,98578,33.33,46,3.58,8.05,695,,,408.686,SSE,100512.01
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 19:04 CDT,98476,33.33,47,2.68,8.05,508,,,408.686,SSE,100408
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 20:04 CDT,98442,32.22,48,2.68,7.6,283,,,408.686,SSE,100380.42
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 21:04 CDT,98476,29.44,58,2.23,7.15,51,,,408.686,SSE,100433.04
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 22:04 CDT,98578,27.78,62,1.79,5.37,3,,,408.686,SSE,100547.97
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/23/2020 23:04 CDT,98646,26.67,69,1.79,4.47,0,,,408.686,SSE,100624.67
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 00:04 CDT,98849,26.11,74,2.68,6.7,0,,,408.686,S,100835.47
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 01:04 CDT,98883,25.56,79,3.13,6.7,0,,,408.686,S,100873.84
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 02:04 CDT,98815,25,83,2.23,5.37,0,,,408.686,SSE,100808.23
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 03:04 CDT,98747,24.44,87,2.23,5.81,0,,,408.686,SE,100742.63
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 04:04 CDT,98646,24.44,89,3.13,6.7,0,,,408.686,ESE,100639.59
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 05:04 CDT,98713,23.89,92,2.23,6.7,0,,,408.686,S,100711.66
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 06:04 CDT,98646,23.89,92,1.79,4.47,0,,,408.686,SE,100643.31
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 07:04 CDT,98679,23.89,91,2.23,5.81,0,,,408.686,SE,100676.98
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 08:04 CDT,98747,24.44,91,1.34,4.92,3,,,408.686,SSE,100742.62
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 09:04 CDT,98781,25,86,2.23,5.37,96,,,408.686,SSE,100773.53
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 10:04 CDT,98815,25.56,85,2.23,5.81,121,,,408.686,SSE,100804.45
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 11:04 CDT,98849,25.56,81,2.68,5.37,144,,,408.686,SSE,100839.15
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 12:04 CDT,98849,27.22,77,2.23,6.26,210,,,408.686,SSE,100828.05
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 13:04 CDT,98781,30,64,3.13,5.37,708,,,408.686,SSE,100740.41
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 14:04 CDT,98646,26.11,74,3.13,6.26,237,,,408.686,S,100628.39
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 15:04 CDT,98544,25,71,2.68,5.37,210,,,408.686,ESE,100531.8
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 16:04 CDT,98612,24.44,71,5.37,10.28,264,,,408.686,ENE,100604.96
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 17:04 CDT,98544,21.11,92,4.47,10.73,60,,,415.036,ENE,100558.29
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 18:04 CDT,98476,21.11,92,4.02,25.48,223,,,436.88,ENE,100488.9
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 19:04 CDT,98442,21.67,89,7.15,10.73,291,,,436.88,E,100450.35
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 20:04 CDT,98408,21.67,83,4.92,12.07,133,,,436.88,ESE,100415.67
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 21:04 CDT,98307,21.67,80,2.68,7.6,46,,,436.88,ESE,100312.62
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 22:04 CDT,98408,20,92,5.81,8.94,1,,,436.88,NE,100427.21
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/24/2020 23:04 CDT,98476,19.44,91,3.58,8.05,0,,,437.388,ENE,100500.51
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 00:04 CDT,98578,19.44,93,2.23,6.26,0,,,437.388,SSE,100604.6
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 01:04 CDT,98612,19.44,91,1.34,4.47,0,,,438.658,ESE,100639.31
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 02:04 CDT,98612,19.44,93,4.02,6.7,0,,,438.912,WSW,100639.3
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 03:04 CDT,98442,18.89,96,2.68,6.7,0,,,441.452,NW,100469.65
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 04:04 CDT,98476,18.89,96,0.45,4.47,0,,,441.96,ENE,100504.35
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 05:04 CDT,98408,18.89,97,2.23,3.58,0,,,443.484,NE,100434.95
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 06:04 CDT,98307,18.89,97,5.37,8.05,0,,,445.262,NNE,100331.87
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 07:04 CDT,98408,18.89,97,4.47,7.6,0,,,445.77,NNE,100434.95
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 08:04 CDT,98273,18.33,97,7.15,9.84,2,,,446.786,NE,100301.1
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 09:04 CDT,98375,18.89,95,2.68,7.15,15,,,446.786,NNE,100401.27
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 10:04 CDT,98510,18.89,96,1.79,4.92,25,,,449.326,NW,100539.05
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 11:04 CDT,98544,19.44,93,4.47,7.6,151,,,449.834,NNW,100569.9
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 12:04 CDT,98612,20.56,87,4.47,7.15,232,,,449.834,NNW,100631.51
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 13:04 CDT,98646,21.67,78,6.7,11.17,696,,,449.834,NNW,100658.54
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 14:04 CDT,98679,23.33,70,6.26,11.17,891,,,449.834,NNW,100680.86
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 15:04 CDT,98646,24.44,65,5.37,10.28,963,,,449.834,NW,100639.66
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 16:04 CDT,98578,25.56,60,4.47,8.49,816,,,449.834,NNW,100562.76
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 17:04 CDT,98510,25,61,4.47,8.05,659,,,449.834,N,100497.15
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 18:04 CDT,98476,26.67,58,3.58,7.15,704,,,449.834,NNW,100451.3
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 19:04 CDT,98510,25.56,60,2.68,5.81,428,,,449.834,N,100493.39
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 20:04 CDT,98476,25.56,61,1.79,6.26,291,,,449.834,N,100458.7
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 21:04 CDT,98578,24.44,65,1.79,3.58,96,,,449.834,N,100570.29
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 22:04 CDT,98646,21.67,74,2.68,3.58,5,,,449.834,NE,100658.56
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/25/2020 23:04 CDT,98781,20.56,81,3.58,5.81,0,,,449.834,NE,100803.98
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 00:04 CDT,98781,19.44,86,3.58,5.81,0,,,449.834,NE,100811.79
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 01:04 CDT,98815,19.44,85,2.23,4.47,0,,,449.834,NE,100846.5
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 02:04 CDT,98849,19.44,85,0.9,4.47,0,,,449.834,SE,100881.19
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 03:04 CDT,98815,18.89,90,0.45,2.23,0,,,449.834,ESE,100850.35
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 04:04 CDT,98883,18.89,92,0,1.79,0,,,449.834,,100919.74
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 05:04 CDT,98950,18.89,91,0.9,2.23,0,,,449.834,SE,100988.13
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 06:04 CDT,98916,18.33,95,0,1.79,0,,,449.834,,100957.37
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 07:04 CDT,98916,18.33,96,1.79,2.23,0,,,449.834,WNW,100957.37
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 08:04 CDT,98984,18.89,94,2.23,2.68,10,,,449.834,WNW,101022.82
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 09:04 CDT,98984,20,87,2.23,3.13,99,,,449.834,WNW,101015.04
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 10:04 CDT,99086,21.11,77,2.68,5.37,233,,,449.834,W,101111.41
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 11:04 CDT,99120,21.11,76,3.58,5.81,152,,,449.834,WSW,101146.11
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 12:04 CDT,99018,23.33,68,5.37,8.05,714,,,449.834,WNW,101026.74
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 13:04 CDT,98984,24.44,60,6.7,9.39,837,,,449.834,WNW,100984.51
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 14:04 CDT,98984,25.56,52,5.81,9.84,977,,,449.834,WNW,100976.96
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 15:04 CDT,98916,27.22,49,4.47,9.39,1025,,,449.834,WNW,100896.49
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 16:04 CDT,98883,27.22,46,4.92,8.05,926,,,449.834,WNW,100862.84
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 17:04 CDT,98849,28.33,38,5.37,9.39,760,,,449.834,W,100820.84
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 18:04 CDT,98815,27.78,39,4.92,8.49,752,,,449.834,WNW,100789.79
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 19:04 CDT,98781,28.33,35,5.37,8.49,538,,,449.834,W,100751.49
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 20:04 CDT,98815,27.22,39,3.13,6.26,330,,,449.834,NNW,100793.51
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 21:04 CDT,98849,24.44,47,1.79,5.37,83,,,449.834,NNW,100846.82
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 22:04 CDT,98883,23.33,47,1.34,2.23,5,,,449.834,N,100889.06
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/26/2020 23:04 CDT,98883,21.67,54,1.34,1.79,0,,,449.834,NE,100900.45
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 00:04 CDT,98916,20.56,59,1.79,2.23,0,,,449.834,ENE,100941.81
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 01:04 CDT,98916,20,63,0.45,1.79,0,,,449.834,E,100945.7
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 02:04 CDT,98916,18.89,72,0,0.9,0,,,449.834,,100953.47
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 03:04 CDT,98883,17.78,74,0,1.34,0,,,449.834,,100927.63
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 04:04 CDT,98815,17.78,77,0,1.79,0,,,449.834,,100858.22
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 05:04 CDT,98815,16.11,86,1.34,1.79,0,,,449.834,WSW,100870.11
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 06:04 CDT,98815,16.11,84,0.9,1.79,0,,,449.834,NW,100870.12
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 07:04 CDT,98849,17.22,78,1.34,2.23,0,,,449.834,W,100896.9
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 08:04 CDT,98883,17.78,80,1.79,2.68,13,,,449.834,WNW,100927.62
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 09:04 CDT,98916,22.22,67,0.9,2.23,188,,,449.834,W,100930.29
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 10:04 CDT,98916,25,60,0.45,1.79,381,,,449.834,S,100911.35
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 11:04 CDT,98916,26.67,58,1.34,2.68,589,,,449.834,SSW,100900.13
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 12:04 CDT,98916,27.22,60,1.34,4.02,629,,,449.834,SW,100896.45
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 13:04 CDT,98849,28.33,60,2.23,4.92,542,,,449.834,S,100820.75
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 14:04 CDT,98747,29.44,58,2.68,7.6,766,,,449.834,SW,100709.43
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 15:04 CDT,98815,18.33,79,6.26,15.64,340,,,449.834,NE,100854.32
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 16:04 CDT,98781,22.22,75,4.92,10.73,606,,,453.136,ENE,100792.52
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 17:04 CDT,98679,25,61,4.02,8.49,853,,,453.136,E,100669.56
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 18:04 CDT,98646,26.11,53,3.13,6.26,657,,,453.136,ESE,100628.47
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 19:04 CDT,98646,25,61,1.79,6.26,208,,,453.136,ESE,100635.9
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 20:04 CDT,98612,21.11,80,3.58,8.94,10,,,455.422,SSE,100627.71
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 21:04 CDT,98679,19.44,87,1.79,6.26,9,,,455.422,E,100707.69
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 22:04 CDT,98679,19.44,91,0.9,3.58,11,,,455.422,S,100707.68
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/27/2020 23:04 CDT,98781,18.89,94,0.45,5.81,0,,,455.422,S,100815.64
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 00:04 CDT,98916,18.33,95,1.34,3.58,0,,,455.422,ENE,100957.37
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 01:04 CDT,98950,18.89,97,2.23,4.47,0,,,455.422,E,100988.11
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 02:04 CDT,98950,18.33,96,0.9,3.13,0,,,455.422,S,100992.07
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 03:04 CDT,98883,18.33,96,0.9,2.68,0,,,455.422,S,100923.69
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 04:04 CDT,98815,17.78,94,0.9,2.68,0,,,455.422,SSW,100858.18
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 05:04 CDT,98747,17.22,97,0.45,1.79,0,,,455.422,SE,100792.75
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 06:04 CDT,98747,16.67,98,0.9,1.79,0,,,455.422,WSW,100796.67
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 07:04 CDT,98781,16.67,98,1.34,2.23,0,,,455.422,W,100831.37
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 08:04 CDT,98849,17.78,96,1.79,2.23,15,,,455.422,WNW,100892.88
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 09:04 CDT,98950,20.56,84,1.34,2.23,156,,,455.422,WSW,100976.44
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 10:04 CDT,99052,22.78,76,1.34,2.68,385,,,455.422,SW,101065.18
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 11:04 CDT,99086,25,73,1.79,3.58,590,,,455.422,SW,101084.73
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 12:04 CDT,99120,26.67,65,2.68,4.47,697,,,455.422,NNW,101108.2
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 13:04 CDT,99153,27.22,62,1.34,4.47,681,,,455.422,N,101138.19
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 14:04 CDT,99153,27.78,62,2.23,4.92,867,,,455.422,ENE,101134.46
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 15:04 CDT,99120,28.33,61,3.13,5.81,841,,,455.422,NE,101097.15
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 16:04 CDT,99018,28.89,59,4.02,6.26,967,,,455.422,NNE,100989.43
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 17:04 CDT,98984,28.89,56,4.02,7.15,789,,,455.422,NNE,100954.76
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 18:04 CDT,99052,27.78,58,2.68,5.81,450,,,455.422,NE,101031.46
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 19:04 CDT,99052,26.67,63,2.23,4.47,215,,,455.422,NE,101038.84
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 20:04 CDT,99086,25.56,70,1.79,3.13,35,,,455.422,NE,101080.96
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 21:04 CDT,99086,24.44,76,1.79,2.23,17,,,455.422,NNE,101088.52
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 22:04 CDT,99120,23.89,75,2.23,3.58,8,,,455.422,NE,101126.96
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/28/2020 23:04 CDT,99255,23.33,78,1.79,3.13,0,,,455.422,NE,101268.52
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 00:04 CDT,99391,22.78,79,0.45,2.23,0,,,455.422,NE,101411.06
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 01:04 CDT,99357,21.67,85,0.9,1.79,0,,,455.422,NNW,101384.03
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 02:04 CDT,99391,22.22,80,0.45,0.9,0,,,455.422,W,101414.93
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 03:04 CDT,99323,21.11,86,2.23,2.68,0,,,455.422,NW,101353.23
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 04:04 CDT,99289,21.11,89,2.68,3.58,0,,,455.422,NNW,101318.53
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 05:04 CDT,99357,20.56,88,2.23,3.58,0,,,455.422,NW,101391.76
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 06:04 CDT,99424,20,92,2.23,3.58,0,,,455.422,WNW,101464.05
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 07:04 CDT,99424,20,93,3.13,4.92,0,,,455.422,NNW,101464.05
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 08:04 CDT,99492,21.11,80,4.47,6.7,15,,,455.422,N,101525.7
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 09:04 CDT,99594,22.22,75,4.92,7.6,156,,,455.422,N,101622.07
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 10:04 CDT,99628,22.78,75,5.37,8.05,325,,,455.422,NNE,101652.89
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 11:04 CDT,99628,25,65,4.92,8.94,535,,,455.422,NNE,101637.69
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 12:04 CDT,99628,26.11,60,5.37,9.84,806,,,455.422,NNE,101630.18
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 13:04 CDT,99628,27.78,53,4.92,9.39,908,,,455.422,NNE,101618.99
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 14:04 CDT,99594,28.33,47,5.81,8.94,998,,,455.422,NNE,101580.66
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 15:04 CDT,99628,29.44,42,6.26,9.39,1005,,,455.422,NNE,101608
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 16:04 CDT,99594,30,38,6.7,10.28,952,,,455.422,NE,101569.65
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 17:04 CDT,99594,30,39,5.37,8.94,858,,,455.422,NNE,101569.65
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 18:04 CDT,99526,30,39,5.37,8.49,707,,,455.422,NNE,101500.3
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/29/2020 19:04 CDT,99492,30,39,4.47,8.49,539,,,455.422,NNE,101465.63
