station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,atm.pressure,air.temp,relative.humidity,wind.speed,wind.gust,solar.rad,additive.precip,wind.cardinal.direction,sea.level.pressure
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/30/2021 21:00 CDT,96918,21.67,83,0.45,2.68,0,99.314,SSE,101266.28
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/30/2021 22:00 CDT,97020,21.11,86,1.34,2.68,0,99.314,SE,101381.28
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/30/2021 23:00 CDT,97054,21.11,88,1.79,3.58,0,99.314,SE,101416.8
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 00:00 CDT,97088,20.56,93,0.9,4.47,0,99.314,SSE,101460.64
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 01:00 CDT,97122,20.56,94,1.34,3.58,0,99.314,SSE,101496.16
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 02:00 CDT,97122,21.11,93,1.34,4.92,0,99.314,S,101487.83
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 03:00 CDT,97088,21.11,93,1.34,4.02,0,99.314,SSE,101452.3
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 04:00 CDT,97088,20.56,94,0.9,3.58,0,99.314,SSE,101460.63
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 05:00 CDT,97189,20.56,95,0.45,3.58,0,99.314,SSW,101566.17
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 06:00 CDT,97291,20.56,97,0.45,0.9,0,99.314,N,101672.76
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 07:00 CDT,97393,20,100,0.9,1.79,0,99.314,NNE,101787.88
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 08:00 CDT,97562,14.44,93,3.58,9.84,1,99.314,N,102051.37
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 09:00 CDT,97663,15,70,2.68,8.05,43,99.314,N,102148.21
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 10:00 CDT,97833,15.56,54,4.02,8.94,188,99.314,N,102317.2
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 11:00 CDT,98002,16.11,44,4.02,10.28,224,99.314,N,102485.29
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 12:00 CDT,98070,17.78,37,5.37,13.41,530,99.314,N,102530.19
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 13:00 CDT,98104,17.78,34,4.47,11.17,491,99.314,N,102565.75
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 14:00 CDT,98070,18.89,33,4.47,12.07,605,99.314,N,102512.94
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 15:00 CDT,98036,20.56,31,4.47,9.39,679,99.314,N,102451.69
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 16:00 CDT,98002,21.67,31,4.02,10.28,746,99.314,NNE,102399.23
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 17:00 CDT,98002,21.67,32,4.02,10.28,627,99.314,NNE,102399.23
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 18:00 CDT,98036,21.11,32,4.02,9.39,435,99.314,N,102443.28
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 19:00 CDT,98104,19.44,35,3.58,9.39,231,99.314,NNE,102539.96
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 20:00 CDT,98239,16.11,36,2.23,7.6,34,99.314,NE,102733.17
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 21:00 CDT,98375,15,40,1.79,8.05,0,99.314,NE,102893.03
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 22:00 CDT,98510,13.33,43,1.79,7.15,0,99.314,NNE,103061.1
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/31/2021 23:00 CDT,98612,12.78,47,2.23,5.37,0,99.314,NE,103176.72
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 00:00 CDT,98646,11.67,49,1.79,6.26,0,99.314,NE,103230.43
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 01:00 CDT,98713,10.56,52,1.34,4.02,0,99.314,NNE,103318.82
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 02:00 CDT,98713,9.44,56,0.9,3.58,0,99.314,NNE,103337.42
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 03:00 CDT,98747,8.33,60,1.34,2.23,0,99.314,NNE,103391.59
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 04:00 CDT,98713,7.78,61,0.9,3.13,0,99.314,NNE,103365.26
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 05:00 CDT,98747,7.22,64,0.9,2.68,0,99.314,NNE,103410.33
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 06:00 CDT,98781,6.67,66,1.34,2.68,0,99.314,NNE,103455.28
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 07:00 CDT,98849,5,69,0.9,2.68,0,99.314,N,103555.12
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 08:00 CDT,98916,5,71,0.9,1.79,11,99.314,N,103625.3
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 09:00 CDT,98984,11.67,45,1.79,4.92,152,99.314,ENE,103584.15
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 10:00 CDT,99018,15,31,1.79,4.92,397,99.314,ENE,103565.6
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 11:00 CDT,99052,17.22,24,2.23,7.15,602,99.314,ESE,103565.77
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 12:00 CDT,99052,18.33,21,3.13,7.6,771,99.314,E,103548.28
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 13:00 CDT,98950,18.89,20,2.68,7.15,883,99.314,ENE,103432.88
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 14:00 CDT,98849,20.56,19,2.23,6.7,928,99.314,E,103301.38
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 15:00 CDT,98713,20.56,19,2.23,5.81,905,99.314,ENE,103159.26
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 16:00 CDT,98612,21.11,18,2.68,5.81,811,99.314,NE,103045.26
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 17:00 CDT,98510,21.67,18,2.23,6.26,666,99.314,E,102930.11
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 18:00 CDT,98476,21.11,19,1.34,4.92,449,99.314,E,102903.14
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 19:00 CDT,98476,19.44,22,1.34,4.92,231,99.314,E,102928.86
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 20:00 CDT,98510,15.56,30,0.9,4.02,38,99.314,E,103025.34
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 21:00 CDT,98510,12.78,38,0.45,2.68,0,99.314,E,103070.04
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 22:00 CDT,98544,12.22,40,0.9,2.23,0,99.314,E,103114.72
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/01/2021 23:00 CDT,98544,11.11,46,0.9,2.68,0,99.314,E,103132.89
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 00:00 CDT,98544,11.11,45,0.9,2.68,0,99.314,E,103132.89
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 01:00 CDT,98544,11.11,46,1.34,2.23,0,99.314,ESE,103132.89
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 02:00 CDT,98476,9.44,53,0.9,1.79,0,99.314,ENE,103089.32
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 03:00 CDT,98476,8.89,53,0.9,2.23,0,99.314,ESE,103098.49
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 04:00 CDT,98408,7.78,58,0.9,1.79,0,99.314,ENE,103045.89
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 05:00 CDT,98375,7.22,58,0,2.23,0,99.314,,103020.78
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 06:00 CDT,98408,7.78,56,0.9,1.79,0,99.314,NE,103045.9
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 07:00 CDT,98442,7.78,63,0.45,1.34,0,99.314,NE,103081.48
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 08:00 CDT,98476,8.89,62,0.9,1.79,14,99.314,ENE,103098.47
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 09:00 CDT,98544,12.78,50,1.34,3.13,124,99.314,ESE,103105.57
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 10:00 CDT,98578,16.11,44,2.23,5.37,370,99.314,SE,103087.64
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 11:00 CDT,98612,17.22,41,2.23,5.81,451,99.314,SE,103105.64
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 12:00 CDT,98544,19.44,39,2.68,7.15,702,99.314,SSE,102999.84
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 13:00 CDT,98442,20,36,3.13,8.49,790,99.314,SE,102884.58
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 14:00 CDT,98375,21.11,26,2.68,8.49,815,99.314,SSE,102797.56
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 15:00 CDT,98273,21.67,25,2.68,7.6,734,99.314,SSE,102682.43
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 16:00 CDT,98171,22.22,24,2.68,8.05,648,99.314,SSE,102567.51
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 17:00 CDT,98104,21.11,27,2.68,8.05,462,99.314,SE,102514.37
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 18:00 CDT,98104,20.56,28,2.68,8.49,293,99.314,SE,102522.77
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 19:00 CDT,98070,20,29,3.13,6.7,209,99.314,SE,102495.83
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 20:00 CDT,98070,17.78,39,2.68,8.94,33,99.314,SE,102530.18
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 21:00 CDT,98104,16.11,47,2.23,8.05,0,99.314,SSE,102591.94
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 22:00 CDT,98171,14.44,49,2.23,5.81,0,99.314,SSE,102688.57
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/02/2021 23:00 CDT,98171,13.33,51,2.23,6.7,0,99.314,SE,102706.4
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 00:00 CDT,98171,12.78,54,2.68,6.26,0,99.314,SSE,102715.29
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 01:00 CDT,98138,11.67,63,1.79,5.81,0,99.314,SSE,102698.77
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 02:00 CDT,98104,11.11,70,1.34,6.26,0,99.314,SE,102672.32
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 03:00 CDT,98104,11.11,75,0.9,4.02,0,99.314,SE,102672.31
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 04:00 CDT,98070,11.11,77,1.34,4.02,0,99.314,SE,102636.72
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 05:00 CDT,98138,11.11,79,0.45,3.58,0,99.314,E,102707.88
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 06:00 CDT,98205,11.11,81,0.45,2.68,0,99.314,ENE,102777.99
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 07:00 CDT,98205,11.11,82,0.9,2.68,0,99.314,ESE,102777.99
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 08:00 CDT,98273,11.11,84,0.9,3.13,3,99.314,ESE,102849.15
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 09:00 CDT,98239,10,98,2.23,5.37,4,100.076,E,102831.81
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 10:00 CDT,98171,10.56,100,2.68,6.26,28,100.584,SE,102751.38
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 11:00 CDT,98239,12.78,100,1.79,7.6,132,100.838,SSE,102786.27
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 12:00 CDT,98171,14.44,97,1.79,6.7,224,100.838,SSE,102688.38
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 13:00 CDT,98171,15,90,2.23,5.81,227,100.838,SE,102679.46
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 14:00 CDT,98239,17.78,76,2.23,5.37,361,100.838,SSE,102706.69
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 15:00 CDT,98138,18.89,71,1.79,4.92,375,100.838,SE,102583.83
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 16:00 CDT,98070,17.78,75,2.23,4.92,122,100.838,ESE,102530.01
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 17:00 CDT,98036,18.33,75,2.23,4.92,121,100.838,ESE,102485.89
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 18:00 CDT,98002,18.33,75,2.23,5.37,87,100.838,ESE,102450.34
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 19:00 CDT,98036,17.22,83,1.34,4.92,45,100.838,E,102503.19
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 20:00 CDT,98070,16.67,87,1.34,4.47,8,100.838,E,102547.37
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 21:00 CDT,98104,16.11,86,1.34,3.58,0,100.838,E,102591.77
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 22:00 CDT,98171,16.11,86,1.34,4.02,0,100.838,E,102661.83
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/03/2021 23:00 CDT,98171,15,88,2.23,4.92,0,100.838,ESE,102679.47
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 00:00 CDT,98205,13.89,93,1.34,4.92,0,100.838,ESE,102732.79
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 01:00 CDT,98171,13.89,93,0.9,2.68,0,100.838,SE,102697.23
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 02:00 CDT,98171,13.33,93,0.9,4.02,0,100.838,SE,102706.25
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 03:00 CDT,98138,13.33,92,0.9,3.13,0,100.838,SE,102671.73
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 04:00 CDT,98104,13.33,92,1.34,2.68,0,100.838,ESE,102636.16
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 05:00 CDT,98070,12.78,93,0.45,3.58,0,100.838,SE,102609.47
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 06:00 CDT,98104,12.78,94,0.9,2.68,0,100.838,SE,102645.04
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 07:00 CDT,98104,12.22,97,0.9,3.58,0,100.838,ESE,102654.12
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 08:00 CDT,98171,12.22,100,1.34,2.68,5,100.838,E,102724.21
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 09:00 CDT,98205,12.78,100,1.34,4.02,43,100.838,ESE,102750.69
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 10:00 CDT,98205,14.44,96,1.79,4.47,140,100.838,SE,102723.95
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 11:00 CDT,98205,16.11,88,1.79,6.7,216,100.838,SSE,102697.38
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 12:00 CDT,98171,18.89,76,1.79,5.37,499,100.838,SE,102618.3
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 13:00 CDT,98104,20.56,65,1.79,4.47,511,100.838,SSE,102522.56
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 14:00 CDT,98002,22.22,59,2.23,5.37,474,100.838,SE,102390.72
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 15:00 CDT,97934,22.22,56,2.23,5.37,505,100.838,S,102319.69
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 16:00 CDT,97867,22.22,56,1.79,4.92,317,100.838,SSE,102249.69
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 17:00 CDT,97799,22.78,55,1.34,4.92,371,100.838,SSE,102170.2
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 18:00 CDT,97765,22.22,55,0.9,3.58,205,100.838,SSE,102143.13
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 19:00 CDT,97731,22.22,53,1.79,4.47,163,100.838,E,102107.62
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 20:00 CDT,97731,18.89,63,0.9,2.68,34,100.838,ESE,102158.43
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 21:00 CDT,97731,17.22,70,0.45,2.23,0,100.838,E,102184.35
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 22:00 CDT,97765,16.11,75,0.9,2.23,0,100.838,ENE,102237.31
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/04/2021 23:00 CDT,97799,17.22,68,1.79,4.02,0,100.838,SE,102255.46
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 00:00 CDT,97765,15.56,80,1.34,4.02,0,100.838,S,102245.97
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 01:00 CDT,97731,15,87,1.34,4.47,0,100.838,S,102219.26
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 02:00 CDT,97663,14.44,94,1.79,4.92,0,100.838,SSE,102157.02
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 03:00 CDT,97663,15,97,0.9,3.58,0,100.838,S,102148.1
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 04:00 CDT,97630,15.56,97,2.23,4.92,0,100.838,S,102104.71
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 05:00 CDT,97562,15,99,2.23,5.81,0,100.838,S,102042.45
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 06:00 CDT,97528,15,100,1.79,4.92,0,100.838,S,102006.89
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 07:00 CDT,97562,15,100,1.34,4.47,0,100.838,S,102042.45
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 08:00 CDT,97596,15.56,99,2.23,4.47,7,100.838,S,102069.15
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 09:00 CDT,97630,16.11,96,2.23,5.81,61,100.838,S,102096.04
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 10:00 CDT,97630,17.78,87,2.23,6.26,182,100.838,S,102069.94
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 11:00 CDT,97630,21.67,66,3.13,7.15,595,100.838,S,102010.33
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 12:00 CDT,97562,22.78,57,2.68,6.7,620,100.838,S,101922.6
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 13:00 CDT,97494,24.44,50,3.13,8.05,856,100.838,S,101826.83
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 14:00 CDT,97393,23.89,50,3.13,7.15,652,100.838,SSW,101729.51
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 15:00 CDT,97291,25,45,2.68,7.15,614,100.838,S,101606.57
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 16:00 CDT,97189,25.56,43,3.13,6.26,620,100.838,S,101491.83
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 17:00 CDT,97088,26.11,40,2.23,6.7,502,100.838,SSE,101378.33
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 18:00 CDT,97054,25.56,42,2.68,6.26,275,100.838,SSW,101350.86
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 19:00 CDT,97054,23.33,56,2.68,8.49,109,100.838,SE,101383.69
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 20:00 CDT,97054,21.67,66,2.68,6.7,31,100.838,SE,101408.48
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 21:00 CDT,97088,20,78,2.23,6.26,0,100.838,SE,101469.24
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 22:00 CDT,97156,18.89,86,1.79,5.81,0,100.838,SE,101557.26
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/05/2021 23:00 CDT,97156,18.33,88,1.79,5.37,0,100.838,SSE,101565.87
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/06/2021 00:00 CDT,97122,18.89,86,2.23,6.7,0,100.838,S,101521.72
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/06/2021 01:00 CDT,97122,18.89,87,1.79,5.81,0,100.838,S,101521.71
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/06/2021 02:00 CDT,97054,18.89,89,3.13,7.15,0,100.838,S,101450.62
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/06/2021 03:00 CDT,97020,18.33,94,1.79,8.05,0,100.838,S,101423.67
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/06/2021 04:00 CDT,96952,18.33,93,2.68,7.6,0,100.838,S,101352.59
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/06/2021 05:00 CDT,96918,18.33,92,2.23,10.28,0,100.838,S,101317.05
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/06/2021 06:00 CDT,96918,18.33,94,2.68,7.15,0,100.838,S,101317.04
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/06/2021 07:00 CDT,96885,18.33,93,2.23,5.81,0,100.838,SSE,101282.55
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/06/2021 08:00 CDT,96952,18.89,93,2.23,5.37,11,100.838,S,101343.98
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/06/2021 09:00 CDT,96986,19.44,90,2.23,7.6,44,100.838,S,101371.11
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,04/06/2021 10:00 CDT,96986,21.11,82,3.58,8.94,154,100.838,S,101345.78
