station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,air.temp,relative.humidity,wind.speed,wind.gust,incremental.precip,accumulated.precip,additive.precipt,solar.rad,wind.cardinaldirection,atm.pressure,sea.level.pressure
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 01:31 UTC,30,29,2.23,4.02,,0,,0,ESE,97123.46,100505.93
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 01:35 UTC,29.44,30,1.79,4.02,,0,,0,ESE,97156.11,100546.06
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 01:40 UTC,29.44,30,1.34,4.02,,0,,0,ESE,97156.11,100546.06
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 01:46 UTC,29.44,30,1.79,4.02,,0,,0,E,97156.11,100546.06
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 01:50 UTC,29.44,30,2.23,4.02,,0,,0,E,97156.11,100546.06
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 01:55 UTC,29.44,30,2.23,4.02,,0,,0,ESE,97156.11,100546.06
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 02:00 UTC,29.44,31,2.23,4.02,,0,,0,ESE,97156.11,100546.06
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 02:05 UTC,29.44,31,2.23,3.58,,0,,0,E,97188.78,100579.87
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 02:10 UTC,28.89,31,2.23,3.13,,0,,0,ESE,97188.78,100586.13
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 02:15 UTC,28.89,32,2.23,4.02,,0,,0,ESE,97221.43,100619.92
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 02:20 UTC,28.89,32,2.68,4.47,,0,,0,ESE,97221.43,100619.92
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 02:25 UTC,28.89,34,4.92,8.49,,0,,0,ESE,97254.08,100653.7
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 02:31 UTC,28.33,35,4.02,8.49,,0,,0,SE,97254.08,100660.1
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 02:35 UTC,27.78,37,3.58,7.15,,0,,0,SE,97254.08,100666.4
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 02:40 UTC,27.78,38,4.47,8.49,,0,,0,NNW,97254.08,100666.4
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 02:46 UTC,27.78,39,3.58,8.49,,0,,0,SSE,97286.75,100700.21
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 02:50 UTC,27.22,39,3.13,6.7,,0,,0,SE,97286.75,100706.67
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 02:55 UTC,27.22,39,3.58,6.7,,0,,0,SSE,97286.75,100706.67
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 03:01 UTC,27.22,40,3.58,7.15,,0,,0,SSE,97286.75,100706.66
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 03:05 UTC,27.22,40,3.13,7.15,,0,,0,SSE,97286.75,100706.66
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 03:10 UTC,26.67,41,1.79,5.81,,0,,0,ESE,97319.4,100746.83
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 03:16 UTC,26.67,41,3.13,6.26,,0,,0,SE,97319.4,100746.83
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 03:20 UTC,26.67,41,3.13,6.26,,0,,0,SE,97319.4,100746.83
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 03:25 UTC,26.67,42,3.13,6.7,,0,,0,SSE,97319.4,100746.82
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 03:31 UTC,26.11,42,3.13,5.37,,0,,0,SE,97319.4,100753.33
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 03:36 UTC,26.11,43,2.68,5.37,,0,,0,SSE,97352.06,100787.14
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 03:40 UTC,26.11,43,2.68,5.37,,0,,0,SSE,97352.06,100787.14
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 03:45 UTC,26.11,43,2.23,5.37,,0,,0,SSE,97352.06,100787.14
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 03:50 UTC,26.11,43,3.13,6.26,,0,,0,SSE,97352.06,100787.14
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 03:55 UTC,25.56,43,3.13,6.26,,0,,0,SSE,97352.06,100793.56
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 04:01 UTC,25.56,43,2.68,6.26,,0,,0,SSE,97352.06,100793.56
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 04:05 UTC,25.56,43,2.68,6.26,,0,,0,SSE,97352.06,100793.56
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 04:10 UTC,25.56,44,3.13,6.7,,0,,0,SSE,97352.06,100793.55
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 04:16 UTC,25.56,44,3.58,6.7,,0,,0,SE,97384.72,100827.37
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 04:20 UTC,25,44,3.13,7.6,,0,,0,S,97352.06,100800.12
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 04:25 UTC,25,45,3.13,7.6,,0,,0,SSE,97352.06,100800.11
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 04:31 UTC,25,45,2.68,7.6,,0,,0,SE,97384.72,100833.93
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 04:35 UTC,25,46,2.23,6.26,,0,,0,S,97384.72,100833.92
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 04:40 UTC,24.44,46,2.68,7.6,,0,,0,S,97384.72,100840.52
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 04:45 UTC,24.44,46,4.02,8.05,,0,,0,SSE,97384.72,100840.52
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 04:50 UTC,24.44,48,4.02,8.05,,0,,0,SSW,97384.72,100840.5
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 04:55 UTC,23.89,49,3.58,6.7,,0,,0,SSE,97384.72,100847
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 05:01 UTC,23.89,51,4.02,7.6,,0,,0,SSE,97384.72,100846.99
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 05:06 UTC,23.89,53,3.13,7.6,,0,,0,SSE,97384.72,100846.97
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 05:10 UTC,23.89,53,2.68,7.6,,0,,0,SSE,97384.72,100846.97
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 05:16 UTC,23.33,54,2.23,6.26,,0,,0,SSE,97384.72,100853.61
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 05:21 UTC,23.33,55,2.68,5.37,,0,,0,SE,97417.37,100887.42
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 05:25 UTC,23.33,56,2.23,5.37,,0,,0,SSE,97417.37,100887.41
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 05:31 UTC,22.78,57,2.23,4.47,,0,,0,SSE,97417.37,100893.96
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 05:35 UTC,22.78,58,2.23,4.47,,0,,0,SSE,97417.37,100893.95
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 05:40 UTC,22.78,59,2.23,4.02,,0,,0,SSE,97417.37,100893.95
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 05:46 UTC,22.22,60,1.79,4.02,,0,,0,S,97417.37,100900.64
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 05:50 UTC,22.22,62,1.79,4.02,,0,,0,SE,97417.37,100900.63
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 05:55 UTC,22.22,62,1.79,4.47,,0,,0,SSE,97417.37,100900.63
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 06:02 UTC,22.22,62,1.34,4.47,,0,,0,SSE,97417.37,100900.63
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 06:05 UTC,22.22,63,1.79,4.02,,0,,0,SSE,97417.37,100900.62
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 06:11 UTC,21.67,64,2.23,3.58,,0,,0,SE,97417.37,100907.22
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 06:15 UTC,21.67,65,1.79,4.47,,0,,0,SSE,97417.37,100907.22
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 06:20 UTC,21.67,67,2.23,4.47,,0,,0,SE,97417.37,100907.21
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 06:25 UTC,21.67,69,1.79,4.47,,0,,0,SSE,97417.37,100907.2
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 06:30 UTC,21.67,69,1.79,4.47,,0,,0,SSE,97417.37,100907.2
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 06:35 UTC,21.67,70,1.79,4.47,,0,,0,SE,97417.37,100907.19
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 06:40 UTC,21.67,71,1.79,4.02,,0,,0,S,97384.72,100873.37
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 06:45 UTC,21.67,72,0.9,4.02,,0,,0,SSE,97417.37,100907.18
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 06:50 UTC,21.67,72,1.79,4.02,,0,,0,SE,97384.72,100873.36
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 06:55 UTC,21.11,74,1.34,4.02,,0,,0,SSE,97384.72,100880.1
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 07:00 UTC,21.11,75,1.34,4.02,,0,,0,SSE,97384.72,100880.09
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 07:05 UTC,21.11,75,0.9,4.02,,0,,0,SSE,97384.72,100880.09
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 07:10 UTC,21.11,76,0.9,3.58,,0,,0,S,97384.72,100880.09
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 07:15 UTC,21.11,77,1.34,4.02,,0,,0,SSE,97384.72,100880.08
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 07:20 UTC,21.11,78,2.23,4.47,,0,,0,ESE,97384.72,100880.08
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 07:25 UTC,21.11,79,2.23,4.92,,0,,0,SSW,97384.72,100880.07
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 07:30 UTC,20.56,79,1.34,4.92,,0,,0,ESE,97352.06,100852.89
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 07:35 UTC,20.56,80,0.9,4.02,,0,,0,S,97384.72,100886.72
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 07:40 UTC,20.56,80,1.79,4.02,,0,,0,SE,97352.06,100852.89
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 07:45 UTC,20.56,81,1.34,4.02,,0,,0,SSE,97352.06,100852.88
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 07:50 UTC,20.56,81,0.9,3.58,,0,,0,SSE,97352.06,100852.88
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 07:55 UTC,20.56,82,0.9,2.68,,0,,0,SE,97352.06,100852.88
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 08:00 UTC,20,83,1.34,3.58,,0,,0,SSW,97352.06,100859.67
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 08:05 UTC,20,84,1.79,5.37,,0,,0,SSE,97352.06,100859.66
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 08:10 UTC,20,85,1.79,5.37,,0,,0,SE,97352.06,100859.66
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 08:15 UTC,20,86,1.79,4.47,,0,,0,SSE,97352.06,100859.66
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 08:20 UTC,20,87,1.79,4.47,,0,,0,SSE,97352.06,100859.65
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 08:25 UTC,19.44,87,2.23,4.92,,0,,0,SSE,97352.06,100866.47
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 08:31 UTC,19.44,88,1.34,4.92,,0,,0,SSE,97352.06,100866.47
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 08:35 UTC,19.44,88,1.34,4.92,,0,,0,S,97384.72,100900.31
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 08:40 UTC,19.44,88,1.34,4.92,,0,,0,SSE,97352.06,100866.47
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 08:45 UTC,19.44,89,1.34,3.58,,0,,0,SE,97352.06,100866.47
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 08:50 UTC,19.44,89,0.9,3.58,,0,,0,SSE,97352.06,100866.47
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 08:55 UTC,19.44,89,1.34,3.58,,0,,0,SE,97352.06,100866.47
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 09:00 UTC,19.44,88,2.23,4.47,,0,,0,SE,97352.06,100866.47
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 09:05 UTC,19.44,89,1.79,4.47,,0,,0,SE,97352.06,100866.47
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 09:10 UTC,18.89,90,1.79,4.47,,0,,0,SSE,97352.06,100873.19
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 09:16 UTC,18.89,90,2.23,4.02,,0,,0,SE,97352.06,100873.19
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 09:20 UTC,18.89,90,1.34,4.92,,0,,0,SSE,97352.06,100873.19
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 09:25 UTC,18.89,91,1.79,4.92,,0,,0,SE,97352.06,100873.18
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 09:30 UTC,18.89,91,1.34,3.58,,0,,0,SE,97352.06,100873.18
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 09:35 UTC,18.89,91,2.23,4.47,,0,,0,ESE,97352.06,100873.18
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 09:40 UTC,18.33,91,2.68,4.47,,0,,0,SE,97352.06,100880.06
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 09:47 UTC,18.33,92,1.34,4.02,,0,,0,SW,97352.06,100880.06
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 09:50 UTC,18.33,91,1.34,4.02,,0,,0,SE,97384.72,100913.9
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 09:55 UTC,18.33,91,1.34,3.58,,0,,0,SSE,97384.72,100913.9
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 10:00 UTC,18.33,91,0.9,3.13,,0,,0,SE,97384.72,100913.9
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 10:05 UTC,18.33,92,0.45,2.23,,0,,0,SE,97384.72,100913.9
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 10:10 UTC,18.33,92,0.9,1.79,,0,,0,SE,97384.72,100913.9
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 10:16 UTC,18.33,92,0.9,1.79,,0,,0,SE,97384.72,100913.9
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 10:20 UTC,18.33,92,0.9,1.79,,0,,0,SE,97417.37,100947.73
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 10:25 UTC,18.33,92,0.45,1.79,,0,,0,SE,97417.37,100947.73
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 10:30 UTC,18.33,92,0,1.34,,0,,0,,97417.37,100947.73
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 10:35 UTC,18.33,92,0.45,2.23,,0,,0,SSE,97417.37,100947.73
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 10:40 UTC,18.89,92,0,2.23,,0,,0,,97417.37,100940.85
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 10:46 UTC,18.89,91,0.45,1.34,,0,,0,SE,97417.37,100940.86
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 10:50 UTC,18.89,91,0.9,2.23,,0,,0,SSE,97417.37,100940.86
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 10:55 UTC,18.89,91,0.9,1.79,,0,,0,SE,97417.37,100940.86
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 11:01 UTC,18.89,91,0.9,1.79,,0,,0,SE,97450.04,100974.71
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 11:06 UTC,18.89,91,0.9,1.79,,0,,0,SE,97450.04,100974.71
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 11:10 UTC,18.89,91,0.9,1.79,,0,,0,SE,97450.04,100974.71
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 11:16 UTC,18.89,92,0.9,1.79,,0,,0,ESE,97450.04,100974.7
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 11:20 UTC,18.89,92,0.9,1.79,,0,,0,ESE,97450.04,100974.7
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 11:25 UTC,18.89,91,0.9,1.79,,0,,0,ESE,97450.04,100974.71
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 11:32 UTC,18.89,91,0.9,1.79,,0,,0,NE,97482.69,101008.54
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 11:35 UTC,18.89,91,0.9,1.79,,0,,0,ENE,97482.69,101008.54
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 11:40 UTC,18.89,92,1.34,1.79,,0,,0,NE,97482.69,101008.54
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 11:46 UTC,18.89,91,0.9,2.23,,0,,0,ENE,97482.69,101008.54
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 11:50 UTC,18.89,92,0.9,2.23,,0,,0,ENE,97482.69,101008.54
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 11:55 UTC,18.89,92,0.45,2.23,,0,,0,NE,97482.69,101008.54
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 12:01 UTC,18.89,92,0.45,1.79,,0,,0,E,97482.69,101008.54
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 12:05 UTC,18.89,92,0.45,1.79,,0,,0,ENE,97482.69,101008.54
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 12:10 UTC,18.89,92,0.45,1.79,,0,,5,ENE,97482.69,101008.54
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 12:16 UTC,18.89,92,0.45,1.34,,0,,7,ENE,97515.35,101042.38
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 12:20 UTC,18.89,92,0.9,1.34,,0,,11,ENE,97515.35,101042.38
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 12:25 UTC,18.89,92,0.9,1.79,,0,,16,E,97515.35,101042.38
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 12:31 UTC,18.89,92,0.45,1.79,,0,,19,E,97515.35,101042.38
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 12:35 UTC,18.89,92,0.9,1.34,,0,,26,E,97515.35,101042.38
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 12:40 UTC,18.89,91,0.9,1.79,,0,,30,ENE,97548.01,101076.22
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 12:46 UTC,18.89,91,0.9,1.79,,0,,35,ENE,97548.01,101076.22
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 12:50 UTC,18.89,91,0.9,2.23,,0,,40,ENE,97548.01,101076.22
F6098,Bexar_2019_13,29.5045,-98.57533,304.8,7/19/20,p,2020,04/21/2020 12:56 UTC,18.89,91,0.9,2.23,,0,,56,E,97548.01,101076.22
