station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,air.temp,relative.humidity,wind.speed,wind.direction,wind.gust,additive.precip,accumulated.precip,incremental.precip,atm.pressure,sea.level.pressure
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 03:50 UTC,20,72.97,0,0,,,,,98032.25,101930.41
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 04:10 UTC,19,77.64,0,0,,,,,98032.25,101943.96
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 04:30 UTC,19,77.64,0,0,,,,,98032.25,101943.96
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 04:50 UTC,19,82.77,0,0,,,,,98064.78,101977.76
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 05:10 UTC,19,82.77,0,0,,,,,98064.78,101977.76
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 05:30 UTC,18,88.11,0,0,,,,,98064.78,101991.42
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 05:50 UTC,19,82.77,0,0,,,,,98064.78,101977.76
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 06:10 UTC,19,82.77,0,0,,,,,98064.78,101977.76
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 06:30 UTC,18,88.11,0,0,,,,,98064.78,101991.42
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 06:50 UTC,18,88.11,0,0,,,,,98032.25,101957.59
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 07:10 UTC,18,88.11,0,0,,,,,98032.25,101957.59
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 07:30 UTC,18,88.11,0,0,,,,,98032.25,101957.59
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 07:50 UTC,18,88.11,0,0,,,,,98032.25,101957.59
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 08:10 UTC,18,88.11,0,0,,,,,98032.25,101957.59
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 08:30 UTC,18,88.11,0,0,,,,,98032.25,101957.59
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 08:50 UTC,18,88.11,0,0,,,,,98032.25,101957.59
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 09:10 UTC,18,88.11,0,0,,,,,98032.25,101957.59
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 09:30 UTC,18,88.11,0,0,,,,,98032.25,101957.59
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 09:50 UTC,18,88.11,0,0,,,,,98064.78,101991.42
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 10:10 UTC,18,88.11,0,0,,,,,98064.78,101991.42
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 10:30 UTC,18,88.11,0,0,,,,,98097.32,102025.26
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 10:50 UTC,18,93.89,0,0,,,,,98097.32,102025.24
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 11:10 UTC,18,93.89,0,0,,,,,98129.86,102059.08
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 11:30 UTC,18,93.89,0,0,,,,,98129.86,102059.08
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 11:50 UTC,20,82.89,0,0,,,,,98162.4,102065.68
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 12:10 UTC,19,93.94,0,0,,,,,98162.4,102079.23
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 12:30 UTC,20,88.29,0,0,,,,,98162.4,102065.66
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 12:50 UTC,21,83.01,0,0,,,,,98194.93,102086
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 13:10 UTC,22,78.09,2.06,80,,,,,98194.93,102072.61
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 13:30 UTC,23,73.5,0,0,,,,,98227.46,102093.12
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 13:50 UTC,23,78.24,2.06,100,,,,,98227.46,102093.09
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 14:10 UTC,24,73.67,0,0,,,,,98227.46,102079.88
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 14:30 UTC,24,73.67,3.09,90,,,,,98227.46,102079.88
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 14:50 UTC,24,73.67,3.09,90,,,,,98260.01,102113.7
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 15:10 UTC,23,78.24,2.06,90,,,,,98260.01,102126.92
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 15:30 UTC,24,73.67,3.09,90,,,,,98260.01,102113.7
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 15:50 UTC,23,83.25,0,0,,,,,98227.46,102093.06
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 16:10 UTC,24,78.39,2.06,80,,,,,98260.01,102113.68
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 16:30 UTC,24,73.67,2.06,70,,,,,98260.01,102113.7
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 16:50 UTC,24,73.67,2.06,80,,,,,98260.01,102113.7
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 17:10 UTC,24,73.67,0,0,,,,,98227.46,102079.88
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 17:30 UTC,25,69.4,2.57,90,,,,,98227.46,102066.76
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 17:50 UTC,26,65.41,2.57,120,,,,,98194.93,102019.93
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 18:10 UTC,28,61.9,3.09,90,,,,,98162.4,101960.32
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 18:30 UTC,28,61.9,3.09,110,,,,,98162.4,101960.32
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 18:50 UTC,28,61.9,2.57,120,,,,,98129.86,101926.52
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 19:10 UTC,28,61.9,3.6,70,,,,,98097.32,101892.72
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 19:30 UTC,29,54.9,3.6,60,,,,,98064.78,101846.2
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 19:50 UTC,29,58.42,4.12,70,,,,,98032.25,101812.38
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 20:10 UTC,28,58.18,3.09,100,,,,,97999.72,101791.37
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 20:30 UTC,29,54.9,3.6,100,,,,,97999.72,101778.63
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 20:50 UTC,29,54.9,4.12,100,,,,,97999.72,101778.63
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 21:10 UTC,28,58.18,3.6,70,,,,,97999.72,101791.37
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 21:30 UTC,27,61.67,2.57,70,,,,,97967.17,101770.38
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 21:50 UTC,28,58.18,2.57,90,,,,,97967.17,101757.56
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 22:10 UTC,28,58.18,2.57,90,,,,,97967.17,101757.56
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 22:30 UTC,28,58.18,2.06,110,,,,,97967.17,101757.56
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 22:50 UTC,27,61.67,3.6,130,,,,,97967.17,101770.38
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 23:10 UTC,27,61.67,2.57,130,,,,,97934.64,101736.59
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 23:30 UTC,27,61.67,3.6,130,,,,,97967.17,101770.38
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,05/31/2020 23:50 UTC,27,61.67,0,0,,,,,97999.72,101804.2
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 00:10 UTC,26,65.41,2.06,110,,,,,97999.72,101817.11
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 00:30 UTC,26,65.41,2.06,100,,,,,98032.25,101850.91
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 00:50 UTC,26,65.41,1.54,120,,,,,98032.25,101850.91
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 01:10 UTC,25,69.4,2.57,130,,,,,98064.78,101897.72
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 01:30 UTC,25,65.2,4.12,130,,,,,98064.78,101897.74
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 01:50 UTC,24,73.67,2.06,130,,,,,98097.32,101944.63
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 02:10 UTC,24,73.67,0,0,,,,,98097.32,101944.63
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 02:30 UTC,23,78.24,0,0,,,,,98064.78,101924.01
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 02:50 UTC,23,78.24,0,0,,,,,98097.32,101957.83
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 03:10 UTC,23,78.24,0,0,,,,,98097.32,101957.83
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 03:30 UTC,22,88.46,0,0,,,,,98097.32,101971.08
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 03:50 UTC,22,88.46,1.54,230,,,,,98129.86,102004.91
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 04:10 UTC,22,88.46,0,0,,,,,98162.4,102038.73
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 04:30 UTC,22,88.46,0,0,,,,,98162.4,102038.73
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 04:50 UTC,22,88.46,0,0,,,,,98129.86,102004.91
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 05:10 UTC,22,88.46,0,0,,,,,98162.4,102038.73
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 05:30 UTC,21,88.37,0,0,,,,,98129.86,102018.32
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 05:50 UTC,21,88.37,1.54,120,,,,,98129.86,102018.32
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 06:10 UTC,21,88.37,0,0,,,,,98129.86,102018.32
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 06:30 UTC,21,94.03,0,0,,,,,98097.32,101984.46
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 06:50 UTC,21,94.03,0,0,,,,,98097.32,101984.46
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 07:10 UTC,21,88.37,0,0,,,,,98097.32,101984.49
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 07:30 UTC,21,88.37,0,0,,,,,98097.32,101984.49
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 07:50 UTC,21,88.37,0,0,,,,,98097.32,101984.49
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 08:10 UTC,21,88.37,0,0,,,,,98097.32,101984.49
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 08:30 UTC,21,88.37,0,0,,,,,98064.78,101950.66
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 08:50 UTC,21,88.37,0,0,,,,,98097.32,101984.49
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 09:10 UTC,21,88.37,0,0,,,,,98097.32,101984.49
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 09:30 UTC,21,88.37,0,0,,,,,98097.32,101984.49
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 09:50 UTC,21,94.03,0,0,,,,,98097.32,101984.46
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 10:10 UTC,21,94.03,0,0,,,,,98097.32,101984.46
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 10:30 UTC,21,94.03,0,0,,,,,98097.32,101984.46
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 10:50 UTC,21,94.03,0,0,,,,,98097.32,101984.46
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 11:10 UTC,21,94.03,0,0,,,,,98129.86,102018.29
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 11:30 UTC,21,94.03,0,0,,,,,98129.86,102018.29
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 11:50 UTC,21,94.03,0,0,,,,,98162.4,102052.12
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 12:10 UTC,22,88.46,0,0,,,,,98162.4,102038.73
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 12:30 UTC,22,94.07,0,0,,,,,98194.93,102072.52
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 12:50 UTC,22,94.07,0,0,,,,,98194.93,102072.52
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 13:10 UTC,22,94.07,0,0,,,,,98227.46,102106.33
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 13:30 UTC,23,88.54,0,0,,,,,98227.46,102093.03
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 13:50 UTC,23,88.54,0,0,,,,,98227.46,102093.03
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 14:10 UTC,23,88.54,0,0,,,,,98227.46,102093.03
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 14:30 UTC,24,83.37,2.06,100,,,,,98227.46,102079.82
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 14:50 UTC,25,78.54,2.06,110,,,,,98227.46,102066.7
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 15:10 UTC,25,78.54,3.09,120,,,,,98227.46,102066.7
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 15:30 UTC,25,78.54,2.57,130,,,,,98227.46,102066.7
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 15:50 UTC,26,69.6,3.09,140,,,,,98227.46,102053.69
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 16:10 UTC,27,65.62,3.6,150,,,,,98194.93,102006.96
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 16:30 UTC,27,65.62,4.12,110,,,,,98194.93,102006.96
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 16:50 UTC,27,65.62,3.6,140,,,,,98162.4,101973.16
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 17:10 UTC,28,61.9,5.14,120,7.2,,,,98162.4,101960.32
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 17:30 UTC,28,61.9,2.57,130,,,,,98162.4,101960.32
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 17:50 UTC,28,61.9,3.09,140,,,,,98129.86,101926.52
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 18:10 UTC,28,61.9,3.6,130,,,,,98129.86,101926.52
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 18:30 UTC,27,65.62,2.57,150,,,,,98097.32,101905.56
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 18:50 UTC,27,69.79,2.06,130,,,,,98097.32,101905.53
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 19:10 UTC,28,61.9,3.6,140,,,,,98064.78,101858.92
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 19:30 UTC,28,58.18,3.6,140,,,,,98032.25,101825.16
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 19:50 UTC,29,54.9,3.6,140,,,,,97999.72,101778.63
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 20:10 UTC,29,54.9,2.57,130,,,,,97967.17,101744.82
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 20:30 UTC,28,61.9,3.09,130,,,,,97967.17,101757.53
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 20:50 UTC,29,54.9,2.57,130,,,,,97934.64,101711.04
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 21:10 UTC,29,58.42,3.6,130,,,,,97902.1,101677.21
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 21:30 UTC,27,65.62,3.09,170,7.2,,,,97902.1,101702.76
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 21:50 UTC,28,65.83,3.09,120,,,,,97902.1,101689.91
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 22:10 UTC,28,65.83,2.06,120,,,,,97869.57,101656.12
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 22:30 UTC,28,58.18,3.6,140,,,,,97869.57,101656.18
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 22:50 UTC,29,54.9,3.09,160,,,,,97837.03,101609.66
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 23:10 UTC,28,61.9,2.57,130,,,,,97837.03,101622.36
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 23:30 UTC,27,61.67,2.06,130,,,,,97869.57,101668.99
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/01/2020 23:50 UTC,27,61.67,3.09,130,,,,,97869.57,101668.99
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 00:10 UTC,27,61.67,3.6,140,,,,,97902.1,101702.79
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 00:30 UTC,26,65.41,0,0,,,,,97902.1,101715.69
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 00:50 UTC,26,69.6,0,0,,,,,97902.1,101715.66
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 01:10 UTC,26,65.41,2.06,130,,,,,97934.64,101749.5
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 01:30 UTC,26,69.6,2.57,130,,,,,97934.64,101749.47
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 01:50 UTC,25,73.85,2.57,130,,,,,97934.64,101762.46
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 02:10 UTC,24,78.39,0,0,,,,,97967.17,101809.35
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 02:30 UTC,24,73.67,0,0,,,,,97967.17,101809.38
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 02:50 UTC,23,78.24,0,0,,,,,97999.72,101856.39
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 03:10 UTC,22,83.13,0,0,,,,,97999.72,101869.66
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 03:30 UTC,22,83.13,0,0,,,,,98032.25,101903.47
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 03:50 UTC,21,88.37,0,0,,,,,98032.25,101916.84
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 04:10 UTC,21,88.37,0,0,,,,,98064.78,101950.66
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 04:30 UTC,21,88.37,0,0,,,,,98032.25,101916.84
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 04:50 UTC,21,88.37,0,0,,,,,98032.25,101916.84
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 05:10 UTC,21,88.37,0,0,,,,,98032.25,101916.84
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 05:30 UTC,21,88.37,0,0,,,,,97999.72,101883.02
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 05:50 UTC,21,88.37,0,0,,,,,97999.72,101883.02
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 06:10 UTC,20,93.98,0,0,,,,,97999.72,101896.48
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 06:30 UTC,20,93.98,0,0,,,,,97999.72,101896.48
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 06:50 UTC,19,100,0,0,,,,,97999.72,101910.03
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 07:10 UTC,20,93.98,0,0,,,,,97967.17,101862.63
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 07:30 UTC,19,100,0,0,,,,,97967.17,101876.18
KAQO,Burnet_2020_14,30.78361,-98.66194,335.8896,5/27/21,i,2021,06/02/2020 07:50 UTC,19,100,0,0,,,,,97967.17,101876.18
