station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,atm.pressure,air.temp,relative.humidity,wind.speed,wind.direction,wind.gust,solar.rad,incremental.precip,accumulated.precip,additive.precip,sea.level.pressure
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 01:04 UTC,98916,30,56,3.13,128,6.7,363,,,677.926,100878.12
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 02:04 UTC,98984,28.33,69,2.68,141,8.49,201,,,677.926,100958.41
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 03:04 UTC,98984,26.11,79,3.13,165,7.15,23,,,677.926,100973.17
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 04:04 UTC,99018,25,85,1.79,176,6.26,0,,,677.926,101015.32
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 05:04 UTC,99018,24.44,87,1.79,172,4.47,0,,,677.926,101019.11
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 06:04 UTC,99052,23.89,89,0.9,149,3.58,0,,,677.926,101057.54
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 07:04 UTC,99052,22.78,92,0.45,168,2.23,0,,,677.926,101065.13
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 08:04 UTC,99052,22.78,95,0.45,170,1.79,0,,,677.926,101065.12
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 09:04 UTC,99018,22.78,95,0.9,143,2.68,0,,,677.926,101030.43
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 10:04 UTC,99018,22.78,95,1.34,175,2.68,0,,,677.926,101030.43
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 11:04 UTC,98984,23.33,95,1.34,146,3.58,0,,,677.926,100991.97
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 12:04 UTC,99018,23.33,96,0.45,130,2.23,0,,,677.926,101026.65
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 13:04 UTC,99018,23.33,96,1.34,154,3.13,6,,,677.926,101026.65
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 14:04 UTC,99086,25,92,1.79,151,4.02,116,,,677.926,101084.67
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 15:04 UTC,99120,26.67,85,2.23,162,5.37,306,,,677.926,101108.12
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 16:04 UTC,99120,27.78,78,3.58,182,6.26,377,,,677.926,101100.74
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 17:04 UTC,99086,28.89,70,4.92,194,8.05,575,,,677.926,101058.73
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 18:04 UTC,99086,30,63,4.02,185,7.6,815,,,677.926,101051.47
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 19:04 UTC,99052,30.56,62,4.02,181,7.15,834,,,677.926,101013.14
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 20:04 UTC,98950,32.22,57,3.58,181,6.7,940,,,677.926,100898.38
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 21:04 UTC,98883,32.78,55,4.02,189,7.15,745,,,677.926,100826.47
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 22:04 UTC,98849,32.78,56,2.68,167,6.26,625,,,677.926,100791.8
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/03/2019 23:04 UTC,98916,26.67,66,4.02,122,10.28,334,,,677.926,100900.1
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 00:04 UTC,98916,26.11,87,2.68,110,7.6,346,,,678.688,100903.77
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 01:04 UTC,98781,27.22,80,2.68,163,6.26,357,,,678.688,100758.67
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 02:04 UTC,98781,27.22,83,2.68,156,6.26,183,,,678.688,100758.66
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 03:04 UTC,98815,25.56,90,1.34,164,4.92,26,,,678.688,100804.43
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 04:04 UTC,98883,25.56,91,0.9,108,2.23,0,,,678.688,100873.8
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 05:04 UTC,98984,25,93,2.23,95,3.58,0,,,678.688,100980.61
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 06:04 UTC,98950,25,92,2.68,103,4.92,0,,,678.688,100945.92
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 07:04 UTC,98950,25,93,1.79,114,4.92,0,,,678.688,100945.92
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 08:04 UTC,98950,24.44,95,0.9,82,3.58,0,,,678.688,100949.71
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 09:04 UTC,98984,24.44,96,1.79,96,3.13,0,,,678.688,100984.39
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 10:04 UTC,98916,24.44,97,0.45,137,2.68,0,,,678.688,100915.02
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 11:04 UTC,98950,25,96,1.34,183,3.13,0,,,678.688,100945.91
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 12:04 UTC,98916,24.44,97,1.34,158,3.58,0,,,678.688,100915.02
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 13:04 UTC,98984,25,95,2.68,191,4.02,4,,,678.688,100980.6
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 14:04 UTC,99052,25,90,2.23,182,4.92,50,,,678.688,101049.99
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 15:04 UTC,99086,26.67,85,3.58,184,6.26,191,,,678.688,101073.44
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 16:04 UTC,99052,27.78,79,4.02,175,7.6,334,,,678.688,101031.37
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 17:04 UTC,99086,29.44,73,4.47,185,8.49,476,,,678.688,101055.1
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 18:04 UTC,99120,30.56,64,4.47,178,9.39,600,,,678.688,101082.47
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 19:04 UTC,99153,31.11,58,4.92,187,8.49,572,,,678.688,101112.57
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 20:04 UTC,99086,32.22,55,4.02,178,8.49,793,,,678.688,101037.07
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 21:04 UTC,99052,33.33,53,3.58,170,8.49,773,,,678.688,100995.27
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 22:04 UTC,98984,33.33,51,3.58,159,7.6,648,,,678.688,100925.95
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/04/2019 23:04 UTC,98984,33.33,47,4.47,180,8.49,678,,,678.688,100925.97
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 00:04 UTC,98950,32.78,51,3.58,166,7.15,506,,,678.688,100894.81
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 01:04 UTC,98916,32.22,54,2.23,163,6.7,307,,,678.688,100863.72
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 02:04 UTC,98916,30.56,58,1.79,153,6.7,125,,,678.688,100874.46
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 03:04 UTC,98984,28.33,68,2.23,152,5.37,13,,,678.688,100958.41
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 04:04 UTC,99052,27.22,75,0.9,124,4.92,0,,,678.688,101035.12
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 05:04 UTC,99153,26.11,81,1.34,128,3.58,0,,,678.688,101145.56
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 06:04 UTC,99221,25.56,84,2.23,152,4.92,0,,,678.688,101218.63
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 07:04 UTC,99255,25.56,88,1.79,162,4.47,0,,,678.688,101253.3
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 08:04 UTC,99221,25,91,1.79,162,4.02,0,,,678.688,101222.39
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 09:04 UTC,99221,25,92,2.23,162,5.81,0,,,678.688,101222.39
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 10:04 UTC,99221,25,93,2.23,165,4.92,0,,,678.688,101222.39
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 11:04 UTC,99255,25,94,1.79,159,4.02,0,,,678.688,101257.07
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 12:04 UTC,99289,24.44,95,1.34,157,3.58,0,,,678.688,101295.56
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 13:04 UTC,99323,24.44,95,1.34,160,3.58,11,,,678.688,101330.25
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 14:04 UTC,99391,25.56,92,2.23,163,4.47,115,,,678.688,101392.02
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 15:04 UTC,99424,27.22,85,3.13,178,6.7,229,,,678.688,101414.53
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 16:04 UTC,99458,29.44,72,5.37,192,9.39,447,,,678.688,101434.5
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 17:04 UTC,99424,30.56,66,5.37,195,9.84,581,,,678.688,101392.48
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 18:04 UTC,99458,32.22,57,4.92,181,10.73,858,,,678.688,101416.38
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 19:04 UTC,99424,32.78,53,4.92,187,8.94,956,,,678.688,101378.11
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 20:04 UTC,99424,33.33,51,4.92,191,7.6,938,,,678.688,101374.58
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 21:04 UTC,99357,33.89,49,4.47,184,8.49,902,,,678.688,101302.69
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 22:04 UTC,99323,33.89,49,3.58,169,7.15,811,,,678.688,101268.02
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/05/2019 23:04 UTC,99255,34.44,47,3.13,164,7.15,728,,,678.688,101195.19
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 00:04 UTC,99221,33.89,52,2.23,175,6.26,492,,,678.688,101164.01
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 01:04 UTC,99187,33.33,53,2.68,150,6.7,301,,,678.688,101132.92
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 02:04 UTC,99221,31.67,61,1.34,137,6.26,121,,,678.688,101178.26
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 03:04 UTC,99289,29.44,69,1.79,144,4.02,11,,,678.688,101262.15
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 04:04 UTC,99323,28.33,75,1.34,124,4.02,0,,,678.688,101304.15
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 05:04 UTC,99357,27.22,76,1.79,151,4.92,0,,,678.688,101346.22
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 06:04 UTC,99458,26.67,81,0.9,148,4.02,0,,,678.688,101452.92
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 07:04 UTC,99458,26.11,85,1.79,166,4.02,0,,,678.688,101456.67
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 08:04 UTC,99458,25,89,2.68,174,4.92,0,,,678.688,101464.18
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 09:04 UTC,99492,24.44,93,2.68,185,6.26,0,,,678.688,101502.67
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 10:04 UTC,99492,24.44,95,1.79,178,5.37,0,,,678.688,101502.67
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 11:04 UTC,99526,23.89,96,1.34,188,3.13,0,,,678.688,101541.11
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 12:04 UTC,99526,23.33,97,1.79,181,3.13,0,,,678.688,101544.96
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 13:04 UTC,99560,23.33,97,2.23,191,4.02,8,,,678.688,101579.65
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 14:04 UTC,99560,24.44,96,2.68,204,4.92,72,,,678.688,101572.04
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 15:04 UTC,99594,26.67,85,4.02,200,6.26,279,,,678.688,101591.63
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 16:04 UTC,99594,28.33,73,4.92,205,7.15,525,,,678.688,101580.56
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 17:04 UTC,99628,30,64,3.13,202,6.7,769,,,678.688,101604.21
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 18:04 UTC,99628,32.22,56,2.68,202,6.26,855,,,678.688,101589.74
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 19:04 UTC,99594,32.78,55,2.68,181,6.7,977,,,678.688,101551.44
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 20:04 UTC,99526,33.33,52,3.13,170,5.81,1010,,,678.688,101478.58
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 21:04 UTC,99458,33.33,51,2.23,154,5.81,930,,,678.688,101409.25
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 22:04 UTC,99323,33.89,52,3.13,163,5.81,868,,,678.688,101268
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/06/2019 23:04 UTC,99255,34.44,51,2.23,148,7.15,698,,,678.688,101195.17
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/07/2019 00:04 UTC,99255,33.89,52,2.68,177,5.81,504,,,678.688,101198.67
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/07/2019 01:04 UTC,99289,33.33,53,1.79,140,4.92,350,,,678.688,101236.92
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/07/2019 02:04 UTC,99323,31.67,59,0.9,136,3.58,111,,,678.688,101282.28
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/07/2019 03:04 UTC,99323,29.44,67,1.34,112,2.68,9,,,678.688,101296.83
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/07/2019 04:04 UTC,99357,28.33,73,1.34,118,2.68,0,,,678.688,101338.83
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/07/2019 05:04 UTC,99323,27.22,79,1.34,158,3.13,0,,,678.688,101311.53
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/07/2019 06:04 UTC,99289,27.22,79,1.34,168,4.02,0,,,678.688,101276.85
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/07/2019 07:04 UTC,99289,26.11,84,1.79,178,3.13,0,,,678.688,101284.28
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/07/2019 08:04 UTC,99323,25.56,86,1.79,184,3.58,0,,,678.688,101322.67
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/07/2019 09:04 UTC,99323,25.56,90,1.79,185,3.58,0,,,678.688,101322.66
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,07/07/2019 10:04 UTC,99357,25,92,2.23,185,4.02,0,,,678.688,101361.13
