station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,air.temp,relative.humidity,wind.speed,wind.gust,additive.precip,incremental.precip,accumulated.precip,wind.cardinal.direction,atm.pressure,sea.level.pressure
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 05:15 CDT,16.67,86,2.68,6.26,,,0,S,93675.84,100926.23
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 05:30 CDT,16.11,88,1.79,5.37,,,0,S,93675.84,100940.7
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 06:01 CDT,16.11,90,2.23,4.92,,,0,SE,93675.84,100940.68
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 06:16 CDT,15.56,91,3.13,5.81,,,0,SSE,93675.84,100954.96
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 06:31 CDT,15.56,92,2.23,4.02,,,0,SSE,93675.84,100954.95
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 07:00 CDT,15.56,93,2.68,4.47,,,0,SSE,93707.23,100988.77
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 07:16 CDT,15.56,93,1.34,4.02,,,0,SE,93707.23,100988.77
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 07:31 CDT,15.56,94,2.23,3.58,,,0,SE,93738.61,101022.59
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 08:01 CDT,15.56,95,0.9,3.13,,,0,SSE,93769.99,101056.4
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 08:16 CDT,15.56,95,1.79,3.58,,,0,ESE,93832.76,101124.05
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 08:31 CDT,15.56,96,1.79,3.13,,,0,SSE,93832.76,101124.04
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 09:01 CDT,15.56,96,1.34,2.68,,,0,SSE,93864.14,101157.86
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 09:16 CDT,16.11,96,1.79,3.13,,,0,ESE,93864.14,101143.54
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 09:30 CDT,16.11,97,2.23,3.13,,,0,SSE,93832.76,101109.72
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 09:45 CDT,16.11,96,1.79,4.47,,,0,SSE,93864.14,101143.54
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 10:00 CDT,16.67,96,2.23,4.02,,,0,SSW,93926.9,101196.64
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 10:31 CDT,16.67,94,0,1.79,,,0,,93989.67,101264.29
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 10:46 CDT,17.22,93,0,0.45,,,0,,93958.29,101216.27
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 11:01 CDT,17.22,93,0,0.45,,,0,,93989.67,101250.07
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 11:30 CDT,17.22,92,0,0.9,,,0,,94021.05,101283.88
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 11:45 CDT,17.78,92,0,0.9,,,0,,94021.05,101269.45
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 12:00 CDT,17.78,92,0,0.9,,,0,,94052.43,101303.25
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 12:30 CDT,17.78,93,0,1.34,,,0,,94083.81,101337.05
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 12:45 CDT,17.78,93,0.45,1.34,,,0,NW,94083.81,101337.05
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 13:01 CDT,17.78,92,0.45,2.23,,,0,NW,94052.43,101303.25
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 13:31 CDT,17.78,92,0.45,1.79,,,0,N,94021.05,101269.45
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 13:46 CDT,18.33,89,0.9,2.23,,,0,NNE,93958.29,101187.77
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 14:01 CDT,19.44,85,1.79,3.58,,,0,NE,93926.9,101125.71
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 14:30 CDT,20.56,82,0,3.13,,,0,,93926.9,101097.41
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 14:46 CDT,21.11,80,0,1.79,,,0,,93926.9,101083.6
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 15:02 CDT,21.11,77,1.79,3.58,,,0,NE,93989.67,101151.18
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 16:00 CDT,16.67,76,2.68,5.37,,,0,NNW,94052.43,101332.04
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 16:30 CDT,15,73,2.68,6.26,,,0,NNE,94052.43,101375.6
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 16:46 CDT,15,75,2.68,5.81,,,0,N,94052.43,101375.59
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 17:01 CDT,14.44,75,2.68,8.49,,,0,NW,94052.43,101390.3
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 17:30 CDT,13.89,74,3.58,6.26,,,0,NNW,94021.05,101370.98
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 17:46 CDT,13.33,75,3.13,5.81,,,0,NE,93958.29,101318.13
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 18:01 CDT,12.78,78,3.13,6.26,,,0,NE,93958.29,101332.72
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 18:31 CDT,12.22,79,3.13,5.81,,,0,NE,93926.9,101313.79
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 18:46 CDT,11.67,80,0.9,4.92,,,0,E,93926.9,101328.5
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 19:00 CDT,11.67,82,0.9,4.47,,,0,NE,93989.67,101396.21
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 19:30 CDT,11.67,84,2.23,4.47,,,0,NNE,94052.43,101463.9
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 19:45 CDT,11.67,84,1.34,3.58,,,0,NNW,94052.43,101463.9
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 20:00 CDT,11.67,84,1.79,4.92,,,0,N,94083.81,101497.76
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 20:31 CDT,11.67,83,2.23,4.92,,,0,NE,94052.43,101463.91
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 20:46 CDT,11.67,83,2.23,4.47,,,0,ENE,94052.43,101463.91
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 21:01 CDT,11.11,83,2.23,4.92,,,0,ENE,94083.81,101512.84
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 21:31 CDT,11.11,84,1.79,3.58,,,0,NE,94083.81,101512.83
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 21:45 CDT,11.11,85,0,3.13,,,0,,94115.2,101546.69
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 22:01 CDT,11.11,85,1.34,3.13,,,0,NE,94146.58,101580.55
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 22:30 CDT,11.11,86,2.23,3.13,,,0,NE,94146.58,101580.55
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 22:46 CDT,11.11,86,0.9,3.58,,,0,NE,94177.96,101614.4
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 23:00 CDT,11.11,86,2.68,4.47,,,0,ENE,94177.96,101614.4
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 23:30 CDT,11.11,87,2.68,4.47,,,0,E,94146.58,101580.54
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/17/2020 23:45 CDT,10.56,88,2.23,4.47,,,0,ENE,94115.2,101561.55
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 00:00 CDT,10.56,88,1.79,3.58,,,0,NE,94115.2,101561.55
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 00:31 CDT,10.56,88,0.9,4.92,,,0,NNE,94146.58,101595.41
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 00:47 CDT,10.56,87,1.79,4.47,,,0,NE,94146.58,101595.42
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 01:01 CDT,10.56,88,1.79,4.02,,,0,ENE,94177.96,101629.27
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 01:32 CDT,10.56,88,0.9,3.13,,,0,NE,94177.96,101629.27
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 01:46 CDT,10.56,88,0.9,4.92,,,0,ENE,94146.58,101595.41
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 02:01 CDT,10.56,88,1.34,3.58,,,0,NE,94115.2,101561.55
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 02:30 CDT,10.56,89,2.23,4.92,,,0,NE,94115.2,101561.54
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 02:45 CDT,10,90,3.13,5.37,,,0,ENE,94115.2,101576.74
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 03:01 CDT,10,89,1.34,3.58,,,0,NE,94083.81,101542.87
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 03:30 CDT,10,90,2.23,3.58,,,0,NE,94083.81,101542.86
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 03:31 CDT,10,90,2.23,3.58,,,0,ENE,94052.43,101508.99
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 03:45 CDT,10,91,2.23,4.02,,,0,NNE,94052.43,101508.99
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 04:00 CDT,10,92,1.79,3.58,,,0,NE,94052.43,101508.98
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 04:31 CDT,9.44,92,1.79,4.02,,,0,ENE,94021.05,101490.36
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 04:45 CDT,9.44,93,2.23,3.58,,,0,NE,94021.05,101490.36
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 05:00 CDT,9.44,93,0.9,3.58,,,0,NE,93989.67,101456.49
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 05:30 CDT,9.44,94,1.79,4.02,,,0,NE,94021.05,101490.35
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 05:45 CDT,8.89,95,1.79,4.02,,,0,ENE,94021.05,101505.39
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 06:00 CDT,8.89,95,1.79,4.02,,,0,NE,94021.05,101505.39
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 06:30 CDT,8.89,95,1.79,3.13,,,0,NE,94021.05,101505.39
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 06:47 CDT,8.89,96,1.79,3.58,,,0,NE,94021.05,101505.38
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 07:01 CDT,8.89,95,1.34,3.13,,,0,NE,94021.05,101505.39
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 07:30 CDT,8.89,95,0.9,3.58,,,0,ENE,94021.05,101505.39
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 07:46 CDT,8.89,95,0.9,4.02,,,0,NE,94021.05,101505.39
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 08:01 CDT,8.89,95,0.45,3.13,,,0,NE,94021.05,101505.39
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 08:31 CDT,9.44,95,1.34,3.58,,,0,NE,94052.43,101524.22
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 08:46 CDT,9.44,94,1.79,3.13,,,0,NE,94083.81,101558.1
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 09:01 CDT,10,94,0.9,2.68,,,0,E,94083.81,101542.84
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 09:30 CDT,10,94,1.34,2.68,,,0,E,94052.43,101508.97
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 09:45 CDT,10,94,0.9,2.68,,,0,NE,94052.43,101508.97
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 10:00 CDT,10.56,94,0.9,2.68,,,0,ENE,94021.05,101459.92
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 10:31 CDT,11.67,92,0.45,2.68,,,0,ENE,94021.05,101430
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 10:45 CDT,12.22,92,0.45,1.34,,,0,E,94021.05,101415.27
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 11:01 CDT,12.22,92,0.9,2.23,,,0,ENE,94021.05,101415.27
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 11:30 CDT,13.33,91,0,0.9,,,0,,94083.81,101453.38
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 11:46 CDT,13.89,90,0,1.34,,,0,,94083.81,101438.55
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 12:01 CDT,13.89,90,0.9,2.23,,,0,NE,94052.43,101404.71
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 12:30 CDT,15.56,89,1.34,3.13,,,0,SSE,93989.67,101293.19
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 12:46 CDT,16.11,89,0.45,3.13,,,0,SSE,93958.29,101245.05
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 13:01 CDT,16.67,88,1.34,4.02,,,0,SE,93926.9,101196.7
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 13:30 CDT,18.33,85,1.79,4.47,,,0,ESE,93864.14,101086.41
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 13:45 CDT,18.33,85,0.45,4.02,,,0,ESE,93832.76,101052.62
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 14:01 CDT,18.89,84,0.9,4.02,,,0,SSE,93801.38,101004.55
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 14:30 CDT,19.44,85,1.34,4.47,,,0,SE,93738.61,100922.99
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 14:45 CDT,20.56,85,1.34,4.47,,,0,SSW,93675.84,100827.15
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 15:00 CDT,21.67,81,2.23,6.7,,,0,S,93644.47,100765.65
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 15:30 CDT,22.22,79,2.68,6.7,,,0,SSE,93581.7,100684.46
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 15:45 CDT,23.33,76,1.79,5.37,,,0,SSE,93550.32,100623.3
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 16:00 CDT,23.33,74,3.58,5.81,,,0,S,93518.93,100589.56
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 16:30 CDT,22.78,75,2.68,5.81,,,0,SSE,93456.17,100535.59
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 16:46 CDT,23.89,75,2.23,5.37,,,0,SE,93424.79,100474.55
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 17:01 CDT,23.89,74,3.13,6.26,,,0,SSE,93393.41,100440.81
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 17:31 CDT,23.89,76,3.13,7.15,,,0,SSE,93362.02,100407.03
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 17:45 CDT,23.33,76,0.9,4.92,,,0,S,93362.02,100420.76
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 18:00 CDT,24.44,73,0.9,4.47,,,0,S,93362.02,100393.63
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 18:30 CDT,23.89,75,3.13,6.26,,,0,S,93330.64,100373.29
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 18:45 CDT,23.33,75,3.58,5.37,,,0,S,93330.64,100387.02
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 19:00 CDT,23.33,77,3.58,5.81,,,0,SSE,93330.64,100387
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 19:31 CDT,21.67,82,4.02,6.7,,,0,SSE,93299.26,100394.18
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 19:46 CDT,21.11,85,2.68,6.26,,,0,SE,93299.26,100408.08
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 20:01 CDT,20.56,87,2.68,4.92,,,0,SSE,93299.26,100421.8
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 20:31 CDT,20,88,1.34,4.02,,,0,SSE,93267.88,100402.06
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 20:45 CDT,19.44,89,1.79,4.47,,,0,SE,93267.88,100416.14
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 21:01 CDT,19.44,90,1.79,4.47,,,0,SE,93267.88,100416.13
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 21:31 CDT,19.44,90,2.68,4.47,,,0,SE,93299.26,100449.92
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 21:46 CDT,19.44,90,1.79,4.02,,,0,SE,93299.26,100449.92
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 22:01 CDT,19.44,91,2.23,4.47,,,0,ESE,93299.26,100449.91
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 22:32 CDT,19.44,91,1.79,3.13,,,0,SSE,93330.64,100483.69
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 22:47 CDT,19.44,91,2.23,4.02,,,0,SE,93330.64,100483.69
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 23:30 CDT,18.89,92,4.02,6.26,,,0,SSE,93299.26,100463.8
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/18/2020 23:45 CDT,18.89,93,4.47,6.7,,,0,SSE,93299.26,100463.79
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/19/2020 00:00 CDT,18.33,95,2.68,6.26,,,0,ESE,93267.88,100444.19
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/19/2020 00:31 CDT,18.33,96,4.47,6.26,,,0,SE,93236.5,100410.38
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/19/2020 00:46 CDT,18.33,96,2.68,5.81,,,0,SSE,93236.5,100410.38
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/19/2020 01:02 CDT,18.33,96,4.47,6.26,,,0,SSE,93205.11,100376.58
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/19/2020 01:30 CDT,18.33,96,1.79,4.02,,,0,SSE,93205.11,100376.58
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/19/2020 01:45 CDT,18.33,96,2.23,4.92,,,0,SSE,93205.11,100376.58
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/19/2020 02:00 CDT,18.33,96,1.79,4.02,,,0,SSE,93173.73,100342.78
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/19/2020 02:31 CDT,18.33,96,3.13,4.47,,,0,SE,93142.35,100308.99
E2931,Edwards_2019_17,30.12867,-100.482,637.032,6/15/20,i,2020,04/19/2020 02:46 CDT,18.33,97,1.79,4.47,,,0,S,93142.35,100308.98
