"","site","sampling.year","id","visit.type","photo","pft","NCRS.code","soil.pH","soil.cec","soil.no3n","soil.phos","soil.potassium","total.leaf.area","dry.wgt","n.leaf","c.leaf","sla","n.area","cn.leaf","d13C","d15n","norm.precip","norm.spei","norm.aridity","month.precip","spei","aridity","chi"
"515","Uvalde_2020_02",2021,"Uvalde_p_4b","p","c3","c3_forb","CRGLL",7.8,144,5,11,385,16.267,0.1179,NA,NA,137.9728584,NA,NA,NA,NA,56.896,-1.30497356993256,0.310942847221347,62.23,0.649418434285679,0.631860383296878,NA
"516","Uvalde_2020_02",2021,"Uvalde_p_4c","p","c3","c3_forb","RUNU",7.8,144,5,11,385,15.088,0.1277,NA,NA,118.1519186,NA,NA,NA,NA,56.896,-1.30497356993256,0.310942847221347,62.23,0.649418434285679,0.631860383296878,NA
"517","Uvalde_2020_02",2021,"Uvalde_p_5a","p","c3","c3_graminoid","LOPE",7.8,144,5,11,385,15.048,0.1085,NA,NA,138.6912442,NA,NA,NA,NA,56.896,-1.30497356993256,0.310942847221347,62.23,0.649418434285679,0.631860383296878,NA
"518","Uvalde_2020_02",2021,"Uvalde_p_5b","p","c3","c3_forb","CRGLL",7.8,144,5,11,385,7.655,0.0658,NA,NA,116.337386,NA,NA,NA,NA,56.896,-1.30497356993256,0.310942847221347,62.23,0.649418434285679,0.631860383296878,NA
"519","Uvalde_2020_02",2021,"Uvalde_p_5c","p","c3","c3_graminoid","LOPE",7.8,144,5,11,385,30.21,0.2606,NA,NA,115.9247889,NA,NA,NA,NA,56.896,-1.30497356993256,0.310942847221347,62.23,0.649418434285679,0.631860383296878,NA
"520","Washington_2020_08",2021,"Washington_i_01","i","c4","c4_graminoid","SOHA",7.6,289,43,13,438,56.399,0.3,NA,NA,187.9966667,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"521","Washington_2020_08",2021,"Washington_i_02","i","c4","c4_graminoid","SOHA",7.6,289,43,13,438,38.622,0.27,NA,NA,143.0444444,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"522","Washington_2020_08",2021,"Washington_i_03","i","c4","c4_graminoid","SOHA",7.6,289,43,13,438,43.711,0.1951,NA,NA,224.04408,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"523","Washington_2020_08",2021,"Washington_i_04","i","c3","c3_forb","ENPE4",7.6,289,43,13,438,30.58,0.2403,NA,NA,127.2575947,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"524","Washington_2020_08",2021,"Washington_i_05","i","c3","c3_forb","ENPE5",7.6,289,43,13,438,50.151,0.4594,NA,NA,109.1663039,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"525","Washington_2020_08",2021,"Washington_i_06","i","c3","c3_forb","ENPE6",7.6,289,43,13,438,36.772,0.3075,NA,NA,119.5837398,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"526","Washington_2020_08",2021,"Washington_i_07","i","c3","c3_forb","ASSY",7.6,289,43,13,438,32.613,0.2137,NA,NA,152.6111371,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"527","Washington_2020_08",2021,"Washington_i_08","i","c3","c3_forb","ASSY",7.6,289,43,13,438,26.791,0.1861,NA,NA,143.9602364,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"528","Washington_2020_08",2021,"Washington_i_09","i","c3","c3_forb","ASSY",7.6,289,43,13,438,22.291,0.1503,NA,NA,148.3100466,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"529","Washington_2020_08",2021,"Washington_i_10","i","c3","c3_forb","ACAN11",7.6,289,43,13,438,21.803,0.3205,NA,NA,68.02808112,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"530","Washington_2020_08",2021,"Washington_i_11","i","c3","c3_forb","ACAN12",7.6,289,43,13,438,33.561,0.4103,NA,NA,81.79624665,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"531","Washington_2020_08",2021,"Washington_i_12","i","c3","c3_forb","ACAN13",7.6,289,43,13,438,16.465,0.2368,NA,NA,69.53125,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"532","Washington_2020_08",2021,"Washington_i_13","i","c3","c3_forb",NA,7.6,289,43,13,438,37.618,0.268,NA,NA,140.3656716,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"533","Washington_2020_08",2021,"Washington_i_14","i","c3","c3_forb",NA,7.6,289,43,13,438,35.326,0.1602,NA,NA,220.5118602,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"534","Washington_2020_08",2021,"Washington_i_15","i","c3","c3_forb",NA,7.6,289,43,13,438,31.995,0.2448,NA,NA,130.6985294,NA,NA,NA,NA,150.876,0.189345571005315,0.841226577698035,106.045,0.893067781317177,1.54229340309191,NA
"535","Williamson_2019_09",2020,"Williamson09_i_01","i","c3","c3_graminoid",NA,7.7,116,0,7,278,2.93,0.048,1.45,39.55,60.99,88.44,27.28,-30.62,-1.11,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.837809843605903
"536","Williamson_2019_09",2020,"Williamson09_i_02","i","c3","c3_graminoid",NA,7.7,116,0,7,278,3.29,0.0624,1.25,40.31,52.71,65.89,32.25,-30,-2.12,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.808867804032479
"537","Williamson_2019_09",2020,"Williamson09_i_03","i","c3","c3_graminoid",NA,7.7,116,0,7,278,1.17,0.0324,1.31,39.51,36.04,47.21,30.16,-30.62,-2.54,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.837809843605903
"538","Williamson_2019_09",2020,"Williamson09_i_04","i","c4","c4_graminoid",NA,7.7,116,0,7,278,1.64,0.019,1.52,42.93,86.22,131.05,28.24,-13.19,-0.34,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.0380252701271362
"539","Williamson_2019_09",2020,"Williamson09_i_05","i","c4","c4_graminoid",NA,7.7,116,0,7,278,1.57,0.0143,1.4,42.02,109.74,153.64,30.01,-12.72,-1.81,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.016850085297372
"540","Williamson_2019_09",2020,"Williamson09_i_06","i","c4","c4_graminoid",NA,7.7,116,0,7,278,2.41,0.0228,1.6,43.46,105.71,169.14,27.16,-12.85,-1.6,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.0227050340234849
"541","Williamson_2019_09",2020,"Williamson09_i_07","i","c4","c4_graminoid",NA,7.7,116,0,7,278,2.66,0.0244,1.02,43.68,108.81,110.99,42.82,-12.62,-2.76,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.0123473277003572
"542","Williamson_2019_09",2020,"Williamson09_i_08","i","c4","c4_graminoid",NA,7.7,116,0,7,278,3.37,0.0314,0.89,41.68,107.24,95.44,46.83,-12.68,-2.74,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.0150488728045063
"543","Williamson_2019_09",2020,"Williamson09_i_09","i","c4","c4_graminoid",NA,7.7,116,0,7,278,1.62,0.0146,0.84,42.07,111.24,93.44,50.08,-12.96,-2.58,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.0276604260239249
"544","Williamson_2019_09",2020,"Williamson09_i_10","i","c3","c3_forb","RAPE3",7.7,116,0,7,278,1.66,0.0372,1.08,35.11,44.56,48.12,32.51,-29.96,-2.71,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.80700184610579
"545","Williamson_2019_09",2020,"Williamson09_i_11","i","c3","c3_forb","RAPE3",7.7,116,0,7,278,1.6,0.0306,0.95,38.88,52.32,49.7,40.93,-31.32,-2.71,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.870530867477355
"546","Williamson_2019_09",2020,"Williamson09_i_12","i","c3","c3_forb","RAPE3",7.7,116,0,7,278,0.8,0.0212,1.02,36.95,37.6,38.35,36.23,-31.16,-2.64,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.863047607703839
"547","Williamson_2019_09",2020,"Williamson09_i_13","i","c3","c3_forb",NA,7.7,116,0,7,278,9.56,0.1306,0.9,35.35,73.18,65.86,39.28,-30.33,-0.13,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.824267830922499
"548","Williamson_2019_09",2020,"Williamson09_i_14","i","c3","c3_forb",NA,7.7,116,0,7,278,10.53,0.1328,0.85,37.65,79.32,67.42,44.29,-30.2,-0.34,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.81819990254354
"549","Williamson_2019_09",2020,"Williamson09_i_15","i","c3","c3_forb",NA,7.7,116,0,7,278,4.77,0.0573,0.84,42.71,83.25,69.93,50.85,-32.16,-0.54,46.99,-1.43557244113239,0.266269570717988,87.884,1.40198075293627,1.01478127986644,0.909858573859206
"550","Williamson_2019_10",2020,"Williamson10_i_01","i","c3","c3_forb","RAPE3",7.4,123,3,2,279,0.77,0.0139,1.03,41.45,55.48,57.14,40.24,-32.57,-5,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.929079042466222
"551","Williamson_2019_10",2020,"Williamson10_i_02","i","c3","c3_forb","RAPE3",7.4,123,3,2,279,0.99,0.0243,1.75,38.26,40.71,71.24,21.86,-31.26,-0.63,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.867724355384725
"552","Williamson_2019_10",2020,"Williamson10_i_03","i","c3","c3_forb","RAPE3",7.4,123,3,2,279,1.48,0.0336,1.8,38.59,43.96,79.13,21.44,-30.59,-0.1,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.836408570015171
"553","Williamson_2019_10",2020,"Williamson10_i_04","i","c3","c3_forb",NA,7.4,123,3,2,279,4.22,0.0642,1.38,49.97,65.76,90.75,36.21,-30.76,-3.39,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.844350267320112
"554","Williamson_2019_10",2020,"Williamson10_i_05","i","c3","c3_forb",NA,7.4,123,3,2,279,5.38,0.067,1.24,49.51,80.33,99.61,39.93,-31.41,-3.55,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.874741287559044
"555","Williamson_2019_10",2020,"Williamson10_i_06","i","c3","c3_forb",NA,7.4,123,3,2,279,4.29,0.0598,1.51,49.64,71.72,108.3,32.87,-31.65,-3.24,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.8859729007147
"556","Williamson_2019_10",2020,"Williamson10_i_07","i","c4","c4_graminoid",NA,7.4,123,3,2,279,4.08,0.0492,1.16,40.46,82.89,96.15,34.88,-13.63,-0.23,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.0578671361453066
"557","Williamson_2019_10",2020,"Williamson10_i_08","i","c4","c4_graminoid",NA,7.4,123,3,2,279,4.63,0.0475,1.26,41.14,97.48,122.82,32.65,-13.28,-0.78,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.0420823940155351
"558","Williamson_2019_10",2020,"Williamson10_i_09","i","c4","c4_graminoid",NA,7.4,123,3,2,279,3.09,0.0302,1.33,38.05,102.43,136.23,28.61,-13.22,-1.68,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.0393775625270501
"559","Williamson_2019_10",2020,"Williamson10_i_10","i","c4","c4_graminoid",NA,7.4,123,3,2,279,3.71,0.0352,1.01,42.64,105.27,106.32,42.22,-14.31,-0.89,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.0885666812439999
"560","Williamson_2019_10",2020,"Williamson10_i_11","i","c4","c4_graminoid",NA,7.4,123,3,2,279,2.34,0.0247,0.94,41.63,94.78,89.09,44.29,-13.16,-1.12,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.0366730599467757
"561","Williamson_2019_10",2020,"Williamson10_i_12","i","c4","c4_graminoid",NA,7.4,123,3,2,279,4.49,0.0395,0.83,40.86,113.61,94.3,49.23,-12.85,-2.06,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.0227050340234849
"562","Williamson_2019_10",2020,"Williamson10_i_13","i","c3","c3_shrub","PRGL2",7.4,123,3,2,279,5.05,0.067,2.59,42.78,75.34,195.13,16.52,-29.07,-0.82,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.765524049608855
"563","Williamson_2019_10",2020,"Williamson10_i_14","i","c3","c3_shrub","PRGL2",7.4,123,3,2,279,4.4,0.0601,2.63,45.24,73.15,192.38,17.2,-27.85,-1.79,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.708790250967316
"564","Williamson_2019_10",2020,"Williamson10_i_15","i","c3","c3_shrub","PRGL2",7.4,123,3,2,279,3.61,0.0481,2.78,45.31,75.14,208.89,16.3,-28.45,-1.69,85.598,-1.10717980475827,0.464422880840478,83.82,1.39069236032699,1.03258769329518,0.736674313420349
"565","Williamson_2019_10",2020,"Williamson10_p_1a","p","c3","c3_forb",NA,7.3,107,2,2,283,1.06,0.0148,1,49.03,71.33,71.33,49.03,-31.68,-2.91,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.887377243827829
"566","Williamson_2019_10",2020,"Williamson10_p_1b","p","c4","c4_graminoid",NA,7.3,107,2,2,283,2.21,0.0194,1.18,42.83,113.88,134.38,36.3,-14.49,-0.06,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.0967001228329467
"567","Williamson_2019_10",2020,"Williamson10_p_1c","p","c3","c3_forb","RAPE3",7.3,107,2,2,283,2.42,0.04,0.48,37.86,60.47,29.03,78.88,-29.93,-3.16,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.805602478646053
"568","Williamson_2019_10",2020,"Williamson10_p_2a","p","c4","c4_graminoid",NA,7.3,107,2,2,283,2.02,0.0171,0.96,42.82,118.07,113.35,44.6,-12.9,-1.74,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.0249573480195406
"569","Williamson_2019_10",2020,"Williamson10_p_2b","p","c3","c3_shrub","PRGL2",7.3,107,2,2,283,8.25,0.1301,2.15,46.88,63.42,136.35,21.8,-28.43,-2.11,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.735744289805179
"570","Williamson_2019_10",2020,"Williamson10_p_3a","p","c3","c3_shrub","PRGL2",7.3,107,2,2,283,1.74,0.0274,2.26,45.72,63.6,143.74,20.23,-29.01,-0.18,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.762730529474206
"571","Williamson_2019_10",2020,"Williamson10_p_3b","p","c3","c3_forb","RAPE3",7.3,107,2,2,283,0.75,0.0184,0.96,34.99,40.91,39.27,36.45,-30.15,-1.9,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.815866517082972
"572","Williamson_2019_10",2020,"Williamson10_p_3c","p","c4","c4_graminoid",NA,7.3,107,2,2,283,0,0.0158,0.91,41.2,0.01,0.01,45.27,-13.6,-1.99,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.0565137193261991
"573","Williamson_2019_10",2020,"Williamson10_p_3d","p","c4","c4_graminoid",NA,7.3,107,2,2,283,2.57,0.0274,0.93,42.53,93.85,87.28,45.73,-14.92,-0.3,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.116142042818678
"574","Williamson_2019_10",2020,"Williamson10_p_4a","p","c4","c4_graminoid",NA,7.3,107,2,2,283,1.77,0.0157,0.99,40.48,113,111.87,40.89,-13.88,-2.5,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.0691488120600663
"575","Williamson_2019_10",2020,"Williamson10_p_5a","p","c3","c3_forb",NA,7.3,107,2,2,283,1.33,0.0136,1.3,45.65,97.76,127.09,35.12,-29.12,-3.15,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.767852246807567
"576","Williamson_2019_10",2020,"Williamson10_p_5b","p","c3","c3_shrub","PRGL2",7.3,107,2,2,283,1.96,0.0146,2.79,45.88,134.21,374.45,16.44,-29.17,-0.24,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.770180683821407
"577","Williamson_2019_10",2020,"Williamson10_p_5c","p","c4","c4_graminoid",NA,7.3,107,2,2,283,2.31,0.0196,0.92,40.85,118.09,108.64,44.4,-13.56,-0.35,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.0547092916227227
"578","Williamson_2019_10",2020,"Williamson10_p_mes","p","c3","c3_shrub","PRGL2",7.3,107,2,2,283,12.36,0.202,2.17,46.5,61.18,132.76,21.43,-26.78,-0.92,87.63,-1.20930266843133,0.452439192429679,20.32,-0.561494527576197,0.178786219353394,0.659149001408153
