id,d13C,d15n,photo,id,coll.number,NCRS.code,family,growth.habit,duration,group,n.fixer,pft
2020eco_Sansaba_i_10,-29.41,-0.47,c3,,,,,graminoid,perennial,monocot,no,c3_graminoid
2020eco_Sansaba_i_11,-27.57,-0.23,c3,,,,,graminoid,perennial,monocot,no,c3_graminoid
2020eco_Sansaba_i_12,-27.25,0.73,c3,Nassella leucotricha,NALE3,NALE3,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2020eco_Sansaba_i_13,-28.02,-2.05,c3,,,,,graminoid,perennial,monocot,no,c3_graminoid
2020eco_Sansaba_i_14,-27.02,-1.13,c3,Prosopis glandulosa,PRGL2,PRGL2,Fabaceae,shrub,perennial,dicot,yes,legume
2020eco_Sansaba_i_15,-23.44,-0.41,c3,Prosopis glandulosa,PRGL2,PRGL2,Fabaceae,shrub,perennial,dicot,yes,legume
2020eco_Uvalde_i_01,-12.82,0.23,c4,Schizachyrium spp.,SCHIZ4,SCHIZ4,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Uvalde_i_02,-26.32,-1.42,c3,Nassella leucotricha,NALE3,NALE3,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2020eco_Uvalde_i_03,-12.86,-1.51,c4,Schizachyrium spp.,SCHIZ4,SCHIZ4,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Uvalde_i_04,-27.32,2.56,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2020eco_Uvalde_i_05,-28.99,0.6,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2020eco_Uvalde_i_06,-31.29,0.05,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2020eco_Uvalde_i_07,-27.25,-0.28,c3,Nassella leucotricha,NALE3,NALE3,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2020eco_Uvalde_i_08,-26.1,-0.48,c3,Nassella leucotricha,NALE3,NALE3,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2020eco_Uvalde_i_09,-28.01,-0.6,c3,Nassella leucotricha,NALE3,NALE3,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2020eco_Uvalde_i_10,-30.81,0.53,c3,Ambrosia artemisiifolia L.,AMAR2,AMAR2,Asteraceae,forb,annual,dicot,no,c3_forb
2020eco_Uvalde_i_11,-31.84,0.44,c3,Ambrosia artemisiifolia L.,AMAR2,AMAR2,Asteraceae,forb,annual,dicot,no,c3_forb
2020eco_Uvalde_i_12,-31.75,0.95,c3,Ambrosia artemisiifolia L.,AMAR2,AMAR2,Asteraceae,forb,annual,dicot,no,c3_forb
2020eco_Uvalde_i_13,-13.68,0.2,c4,Panicum virgatum L.,PAVI2,PAVI2,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Uvalde_i_14,-14.19,0.3,c4,Panicum virgatum L.,PAVI2,PAVI2,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Uvalde_i_15,-15.15,1.12,c4,Panicum virgatum L.,PAVI2,PAVI2,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Uvalde_p_1a,-14.76,1.05,c4,,,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Uvalde_p_1b,-27.62,0.93,c3,,,,Euphorbiaceae,forb,annual,dicot,no,c3_forb
2020eco_Uvalde_p_1c,-30.17,3.43,c3,,,,,forb,,dicot,no,c3_forb
2020eco_Uvalde_p_2a,-28.73,1.56,c3,,,,,forb,,dicot,no,c3_forb
2020eco_Uvalde_p_2b,-14.82,0.54,c4,,,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Uvalde_p_3a,-29.34,0.32,c3,,,,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2020eco_Uvalde_p_3b,-29.92,1.61,c3,,,,,forb,,dicot,no,c3_forb
2020eco_Uvalde_p_4a,-29.87,1.74,c3,,,,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2020eco_Uvalde_p_4b,-30.94,1.89,c3,,,,Euphorbiaceae,forb,annual,dicot,no,c3_forb
2020eco_Uvalde_p_4c,-31.61,0.04,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2020eco_Uvalde_p_4d,,,c3,,,,,forb,,dicot,no,c3_forb
2020eco_Uvalde_p_4e,-30.71,-2.05,c3,,,,,forb,,dicot,no,c3_forb
2020eco_Uvalde_p_5a,-14.65,0.96,c4,,,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Uvalde_p_5b,-29.02,3.67,c3,,,,,forb,,dicot,no,c3_forb
2020eco_Uvalde_p_5c,-30.96,1.21,c3,Ambrosia artemisiifolia L.,AMAR2,AMAR2,Asteraceae,forb,annual,dicot,no,c3_forb
2020eco_Williamson09_i_01,-30.62,-1.11,c3,,10,,,graminoid,perennial,monocot,no,c3_graminoid
2020eco_Williamson09_i_02,-30,-2.12,c3,,10,,,graminoid,perennial,monocot,no,c3_graminoid
2020eco_Williamson09_i_03,-30.62,-2.54,c3,,10,,,graminoid,perennial,monocot,no,c3_graminoid
2020eco_Williamson09_i_04,-13.19,-0.34,c4,,8,,,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson09_i_05,-12.72,-1.81,c4,,8,,,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson09_i_06,-12.85,-1.6,c4,,8,,,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson09_i_07,-12.62,-2.76,c4,,11,,,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson09_i_08,-12.68,-2.74,c4,,11,,,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson09_i_09,-12.96,-2.58,c4,,11,,,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson09_i_10,-29.96,-2.71,c3,Ratibida peduncularis,RAPE3,RAPE3,Asteraceae,forb,perennial,dicot,no,c3_forb
2020eco_Williamson09_i_11,-31.32,-2.71,c3,Ratibida peduncularis,RAPE3,RAPE3,Asteraceae,forb,perennial,dicot,no,c3_forb
2020eco_Williamson09_i_12,-31.16,-2.64,c3,Ratibida peduncularis,RAPE3,RAPE3,Asteraceae,forb,perennial,dicot,no,c3_forb
2020eco_Williamson09_i_13,-30.33,-0.13,c3,,12,,,forb,,dicot,no,c3_forb
2020eco_Williamson09_i_14,-30.2,-0.34,c3,,12,,,forb,,dicot,no,c3_forb
2020eco_Williamson09_i_15,-32.16,-0.54,c3,,12,,,forb,,dicot,no,c3_forb
2020eco_Williamson10_i_01,-32.57,-5,c3,Ratibida peduncularis,RAPE3,RAPE3,Asteraceae,forb,perennial,dicot,no,c3_forb
2020eco_Williamson10_i_02,-31.26,-0.63,c3,Ratibida peduncularis,RAPE3,RAPE3,Asteraceae,forb,perennial,dicot,no,c3_forb
2020eco_Williamson10_i_03,-30.59,-0.1,c3,Ratibida peduncularis,RAPE3,RAPE3,Asteraceae,forb,perennial,dicot,no,c3_forb
2020eco_Williamson10_i_04,-30.76,-3.39,c3,,7,,,forb,,dicot,no,c3_forb
2020eco_Williamson10_i_05,-31.41,-3.55,c3,,7,,,forb,,dicot,no,c3_forb
2020eco_Williamson10_i_06,-31.65,-3.24,c3,,7,,,forb,,dicot,no,c3_forb
2020eco_Williamson10_i_07,-13.63,-0.23,c4,Carex spp.,CAREX,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson10_i_08,-13.28,-0.78,c4,Carex spp.,CAREX,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson10_i_09,-13.22,-1.68,c4,Carex spp.,CAREX,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson10_i_10,-14.31,-0.89,c4,Carex spp.,CAREX,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson10_i_11,-13.16,-1.12,c4,Carex spp.,CAREX,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson10_i_12,-12.85,-2.06,c4,Carex spp.,9,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson10_i_13,-29.07,-0.82,c3,Prosopis glandulosa,PRGL2,PRGL2,Fabaceae,shrub,perennial,dicot,yes,legume
2020eco_Williamson10_i_14,-27.85,-1.79,c3,Prosopis glandulosa,PRGL2,PRGL2,Fabaceae,shrub,perennial,dicot,yes,legume
2020eco_Williamson10_i_15,-28.45,-1.69,c3,Prosopis glandulosa,PRGL2,PRGL2,Fabaceae,shrub,perennial,dicot,yes,legume
2020eco_Williamson10_p_1a,-31.68,-2.91,c3,,,,,forb,,dicot,,c3_forb
2020eco_Williamson10_p_1b,-14.49,-0.06,c4,Carex spp.,CAREX,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson10_p_1c,-29.93,-3.16,c3,Ratibida peduncularis,RAPE3,RAPE3,Asteraceae,forb,perrennial,dicot,no,c3_forb
2020eco_Williamson10_p_2a,-12.9,-1.74,c4,Carex spp.,CAREX,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson10_p_2b,-28.43,-2.11,c3,Prosopis glandulosa,PRGL2,PRGL2,Fabaceae,shrub,perennial,dicot,yes,legume
2020eco_Williamson10_p_3a,-29.01,-0.18,c3,Prosopis glandulosa,PRGL2,PRGL2,Fabaceae,shrub,perennial,dicot,yes,legume
2020eco_Williamson10_p_3b,-30.15,-1.9,c3,Ratibida peduncularis,RAPE3,RAPE3,Asteraceae,forb,perrennial,dicot,no,c3_forb
2020eco_Williamson10_p_3c,-13.6,-1.99,c4,Carex spp.,CAREX,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson10_p_3d,-14.92,-0.3,c4,Carex spp.,CAREX,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson10_p_4a,-13.88,-2.5,c4,Carex spp.,CAREX,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson10_p_5a,-29.12,-3.15,c3,,,,Euphorbiaceae,forb,annual,dicot,no,c3_forb
2020eco_Williamson10_p_5b,-29.17,-0.24,c3,Prosopis glandulosa,PRGL2,PRGL2,Fabaceae,shrub,perennial,dicot,yes,legume
2020eco_Williamson10_p_5c,-13.56,-0.35,c4,Carex spp.,CAREX,,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2020eco_Williamson10_p_mes,-26.78,-0.92,c3,Prosopis glandulosa,PRGL2,PRGL2,Fabaceae,shrub,perennial,dicot,yes,legume
2021eco_Austin_i_01,-31.22,4.14,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Austin_i_02,-31.12,7.32,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Austin_i_03,-32.05,0.41,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Austin_i_04,-29.77,1.31,c3,Triadica sebifera (L.) Small,TRSE6,TRSE6,Euphorbiaceae,tree,perennial,dicot,no,c3_tree
2021eco_Austin_i_05,-29.78,1.22,c3,Triadica sebifera (L.) Small,TRSE6,TRSE6,Euphorbiaceae,tree,perennial,dicot,no,c3_tree
2021eco_Austin_i_06,-29.63,1.88,c3,Triadica sebifera (L.) Small,TRSE6,TRSE6,Euphorbiaceae,tree,perennial,dicot,no,c3_tree
2021eco_Austin_i_07,-32.31,0.49,c3,Rudbeckia hirta,RUHI2,RUHI2,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Austin_i_08,-30.38,-2.84,c3,Rudbeckia hirta,RUHI2,RUHI2,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Austin_i_09,-31,0.92,c3,Rudbeckia hirta,RUHI2,RUHI2,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Austin_i_10,-31.34,-1.9,c3,Chrysopsis pilosa,CHPI8,CHPI8,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Austin_i_11,-31.88,-0.11,c3,Chrysopsis pilosa,CHPI8,CHPI8,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Austin_i_12,-30.73,7.48,c3,Chrysopsis pilosa,CHPI8,CHPI8,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Austin_i_13,-33.37,-1.06,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Austin_i_14,-33.01,-1.85,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Austin_i_15,-33.08,-0.95,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Bandera_i_01,-29.2,5.02,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bandera_i_02,-30.34,5.49,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bandera_i_03,-30.66,6.98,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bandera_i_04,-11.9,2.41,c4,Dichanthium annulatum,DIAN,DIAN,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Bandera_i_05,-11.96,0.83,c4,Dichanthium annulatum,DIAN,DIAN,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Bandera_i_06,-12.3,0.16,c4,Dichanthium annulatum,DIAN,DIAN,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Bandera_i_07,-28.45,3.32,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bandera_i_08,-29.78,1.47,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bandera_i_09,-29.16,2.76,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bandera_i_10,-29.83,1.32,c3,Verbena stricta,VEST,VEST,Verbenaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bandera_i_11,-29.49,0.05,c3,Verbena stricta,VEST,VEST,Verbenaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bandera_i_12,-28.97,1.74,c3,Verbena stricta,VEST,VEST,Verbenaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bandera_i_13,-29.58,4.25,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,no,c3_forb
2021eco_Bandera_i_14,-28.54,4.47,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,no,c3_forb
2021eco_Bandera_i_15,-28.48,7.51,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,no,c3_forb
2021eco_Bandera_p_1a,-13.39,2.23,c4,Dichanthium annulatum,DIAN,DIAN,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Bandera_p_2a,-12.79,1.83,c4,Dichanthium annulatum,DIAN,DIAN,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Bandera_p_2b,-30.41,2.19,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bandera_p_2c,-30.33,1.67,c3,Euphorbia marginata,EUMA11,EUMA11,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Bandera_p_2d,-31.15,-0.09,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Bandera_p_3a,-12.73,1.7,c4,Dichanthium annulatum,DIAN,DIAN,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Bandera_p_3b,-30.8,0.77,c3,Euphorbia marginata,EUMA12,EUMA12,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Bandera_p_4a,-12.67,2.63,c4,Dichanthium annulatum,DIAN,DIAN,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Bandera_p_4b,-30.05,6.16,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bandera_p_5a,-12.6,2.6,c4,Dichanthium annulatum,DIAN,DIAN,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Bandera_p_5b,-30.44,3.4,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bandera_p_SOTP,-29.78,4.03,c3,Euphorbia marginata,EUMA13,EUMA13,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Bell_i_01,-29.57,2.56,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_i_02,-30.9,5.31,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_i_03,-31.12,3.21,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_i_04,-29.3,0.76,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_i_05,-28.71,0.36,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_i_06,-29.46,0.48,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_i_07,-29.95,5.78,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_i_08,-29.95,4.76,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_i_09,-29.72,3.74,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_i_10,-31.08,0.6,c3,Salvia farinacea,SAFA2,SAFA2,Lamiaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_i_11,-30.51,-1.29,c3,Salvia farinacea,SAFA2,SAFA2,Lamiaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_i_12,-31.25,0.32,c3,Salvia farinacea,SAFA2,SAFA2,Lamiaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_i_13,-12.79,3.78,c4,Cynodon dactylon,CYDA,CYDA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Bell_i_14,-12.71,3.81,c4,Cynodon dactylon,CYDA,CYDA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Bell_i_15,-12.38,0.86,c4,Cynodon dactylon,CYDA,CYDA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Bell_p_1a,-31.15,1.08,c3,Solanum dimidiatum,SODI,SODI,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_p_1b,-30.43,-0.34,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_p_1c,-30.79,-1.38,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Bell_p_2a,-31.15,-2.66,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Bell_p_2b,-30.21,-2.53,c3,Glandularia goodingii,GLGO,GLGO,Verbenaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_p_2c,-30.76,-0.38,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_p_2d,-31.61,-1.67,c3,Gaillardia pulchella,GAPU,GAPU,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Bell_p_2e,-13.12,5.9,c4,Cynodon dactylon,CYDA,CYDA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Bell_p_3a,-30.65,3.48,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_p_3b,-32.08,1.1,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Bell_p_3c,-30.98,3.17,c3,Glandularia goodingii,GLGO,GLGO,Verbenaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_p_3d,-21.5,-0.57,c3,Nassella leucotricha,NALE3,NALE3,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Bell_p_4a,-30.06,-0.81,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_p_4b,-30.95,0.08,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_p_4c,,,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Bell_p_4d,-30.84,-1.85,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Bell_p_4e,-32.12,-1.71,,Nassella leucotricha,NALE3,NALE3,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Bell_p_5a,-28.48,0.78,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_p_5b,-31.81,0.83,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Bell_p_5c,-20.23,-0.19,c3,Nassella leucotricha,NALE3,NALE3,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Bell_p_snight1,-29.84,3.77,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_p_snight2,-29.65,5.75,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Bell_p_snight3,-30.01,5.73,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos16_i_01,-29.63,2.68,c3,Conoclinium coelestinum (L.) ,COCO13,COCO13,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos16_i_02,-29.64,2.41,c3,Conoclinium coelestinum (L.) ,COCO13,COCO13,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos16_i_03,-29.57,4.24,c3,Conoclinium coelestinum (L.) ,COCO13,COCO13,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos16_i_04,-31.05,4.6,c3,Argemone albiflora Hornem.,ARAL3,ARAL3,Papaveraceae,forb,annual,dicot,no,c3_forb
2021eco_Brazos16_i_05,-30.82,4.24,c3,Argemone albiflora Hornem.,ARAL3,ARAL3,Papaveraceae,forb,annual,dicot,no,c3_forb
2021eco_Brazos16_i_06,-31.11,5.89,c3,Argemone albiflora Hornem.,ARAL3,ARAL3,Papaveraceae,forb,annual,dicot,no,c3_forb
2021eco_Brazos16_i_07,-12.81,0.58,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Brazos16_i_08,-12.51,1.39,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Brazos16_i_09,-12.54,0.59,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Brazos16_i_10,-31.86,0.36,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos16_i_11,-31.84,-0.43,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos16_i_12,-31.64,1.01,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos16_i_13,-29.84,2.19,c3,Commelina erecta,COER,COER,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos16_i_14,-29.91,1.6,c3,Commelina erecta,COER,COER,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos16_i_15,-30.06,1.16,c3,Commelina erecta,COER,COER,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos18_i_01,-29.83,5.13,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos18_i_02,-29.25,5.4,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos18_i_03,-29.59,6.8,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos18_i_04,-30.44,6.22,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos18_i_05,-30.91,4.45,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos18_i_06,-30.59,4.93,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Brazos18_i_07,-12.85,-0.7,c4,Carex spp.,CAREX,CAREX,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Brazos18_i_08,-13.28,0.48,c4,Carex spp.,CAREX,CAREX,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Brazos18_i_09,-12.77,-1.07,c4,Carex spp.,CAREX,CAREX,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Brazos18_i_10,-29.58,-0.03,c3,Diospyros texana,DITE3,DITE3,Ebenaceae,tree,perennial,dicot,no,c3_tree
2021eco_Brazos18_i_11,-28.9,-0.63,c3,Diospyros texana,DITE4,DITE4,Ebenaceae,tree,perennial,dicot,no,c3_tree
2021eco_Brazos18_i_12,-29.02,-0.2,c3,Diospyros texana,DITE5,DITE5,Ebenaceae,tree,perennial,dicot,no,c3_tree
2021eco_Brazos18_i_13,-30.14,-0.63,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Brazos18_i_14,-30.06,-0.72,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Brazos18_i_15,-29.89,-0.76,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Burnet12_i_01,-30.38,-0.2,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_i_02,-30.26,-1.07,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_i_03,-30.54,-0.82,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_i_04,-30.97,-1.95,c3,Gaillardia pulchella,GAPU,GAPU,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Burnet12_i_05,-31.02,-2.11,c3,Gaillardia pulchella,GAPU,GAPU,Asteraceae,forb,annual,dicot,no,c3_forb
