id,d13C,d15n,photo,id,coll.number,NCRS.code,family,growth.habit,duration,group,n.fixer,pft
2021eco_Burnet12_i_06,-31.78,-1.95,c3,Gaillardia pulchella,GAPU,GAPU,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Burnet12_i_07,-30.47,0.81,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_i_08,-30.31,0.2,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_i_09,-30.77,0.25,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_i_10,-27.99,1.75,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_i_11,-28.42,1.55,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_i_12,-27.97,1.42,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_i_13,-29.65,1.76,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_i_14,-28.81,2.69,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_i_15,-29.12,3.12,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_p_1a,-30.9,0.26,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_p_2a,-30.8,0.2,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_p_2b,-30.44,2.66,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_p_3a,-30.85,0.03,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_p_4a,-30.62,-0.67,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_p_4b,-14.02,0.27,c4,Carex spp.,LOPE,LOPE,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Burnet12_p_5a,-29.98,1.51,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_p_5b,-28.59,1.61,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_p_5c,-31.2,1.51,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,no,c3_forb
2021eco_Burnet12_p_john1,-12.98,1.52,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Burnet12_p_john2,-12.96,1.86,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Burnet12_p_john3,-12.89,2.25,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Burnet12_p_snight1,-30.56,2.93,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet12_p_snight2,-30.05,3.42,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet14_i_01,-29.78,3.94,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet14_i_02,-30.63,5.86,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet14_i_03,-29.7,5.63,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet14_i_04,-29.32,5.78,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet14_i_05,-30.87,3.93,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet14_i_06,-30.88,3.7,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet14_i_07,-30.5,0.51,c3,Gaillardia pulchella,GAPU,GAPU,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Burnet14_i_08,-31.44,3.47,c3,Gaillardia pulchella,GAPU,GAPU,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Burnet14_i_09,-31.78,3.92,c3,Gaillardia pulchella,GAPU,GAPU,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Burnet14_i_10,-30.31,0.07,c3,Lolium perenne,LOPE,LOPE,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Burnet14_i_11,-30.68,-0.24,c3,Lolium perenne,LOPE,LOPE,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Burnet14_i_12,-30.56,1.3,c3,Lolium perenne,LOPE,LOPE,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Burnet14_i_13,-31.5,6.32,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet14_i_14,-30.84,6.88,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Burnet14_i_15,-30.79,4.83,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Comal_i_01,-27.7,-0.77,c3,Asclepias latifolia,ASLA4,ASLA4,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Comal_i_02,-27.75,0.29,c3,Asclepias latifolia,ASLA4,ASLA4,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Comal_i_03,-27.85,0.02,c3,Asclepias latifolia,ASLA4,ASLA4,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Comal_i_04,-29.37,-0.42,c3,Wedelia acapulcensis,WEAC,WEAC,Asteraceae,shrub,perennial,dicot,no,c3_shrub
2021eco_Comal_i_05,-29.02,0.2,c3,Wedelia acapulcensis,WEAC,WEAC,Asteraceae,shrub,perennial,dicot,no,c3_shrub
2021eco_Comal_i_06,-30.66,-0.32,c3,Wedelia acapulcensis,WEAC,WEAC,Asteraceae,shrub,perennial,dicot,no,c3_shrub
2021eco_Comal_i_07,-29.26,0.37,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Comal_i_08,-28.29,-0.22,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Comal_i_09,-27.34,-0.56,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Comal_i_10,-12.96,0.03,c4,Schizachyrium spp.,SCSC,SCSC,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Comal_i_11,-12.83,0.51,c4,Schizachyrium spp.,SCSC,SCSC,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Comal_i_12,-13.28,1.17,c4,Schizachyrium spp.,SCSC,SCSC,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Comal_i_13,-29.92,0.03,c3,Gaillardia pulchella,GAPU,GAPU,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Comal_i_14,-29.38,-2.3,c3,Gaillardia pulchella,GAPU,GAPU,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Comal_i_15,-30.7,-1.38,c3,Gaillardia pulchella,GAPU,GAPU,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Fayette09_i_01,-30.04,2.57,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette09_i_02,,,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette09_i_03,-30.56,1.1,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette09_i_04,-31.47,2.51,c3,Vaccinium arboreum,VAAR,VAAR,Ericacaea,tree,perennial,dicot,no,c3_tree
2021eco_Fayette09_i_05,-31.28,2.43,c3,Vaccinium arboreum,VAAR,VAAR,Ericacaea,tree,perennial,dicot,no,c3_tree
2021eco_Fayette09_i_06,-30.23,2.45,c3,Vaccinium arboreum,VAAR,VAAR,Ericacaea,tree,perennial,dicot,no,c3_tree
2021eco_Fayette09_i_07,-31.92,-1.55,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette09_i_08,-32.14,-1.41,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette09_i_09,-32.17,-1.19,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette09_i_10,-31.46,0.45,c3,Oenothera curtiflora,OECU2,OECU2,Onagraceae,forb,annual,dicot,no,c3_forb
2021eco_Fayette09_i_11,-31.65,0.06,c3,Oenothera curtiflora,OECU2,OECU2,Onagraceae,forb,annual,dicot,no,c3_forb
2021eco_Fayette09_i_12,-31.99,-2.47,c3,Oenothera curtiflora,OECU2,OECU2,Onagraceae,forb,annual,dicot,no,c3_forb
2021eco_Fayette09_i_13,-30.4,-2.82,c3,Callicarpa americana L.,CAAM2,CAAM2,Verbenaceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette09_i_14,-28.2,-1.95,c3,Callicarpa americana L.,CAAM2,CAAM2,Verbenaceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette09_i_15,-29.45,-0.93,c3,Callicarpa americana L.,CAAM2,CAAM2,Verbenaceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette12_i_01,-30.12,2.55,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette12_i_02,-30.15,4.58,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette12_i_03,-29.87,6.47,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette12_i_04,-31.41,4.46,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette12_i_05,-30.95,3.56,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette12_i_06,-31.55,3.8,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Fayette12_i_07,-28.85,-0.1,c3,Prosopis glandulosa,PRGL2,PRGL2,Fabaceae,tree,perennial,dicot,yes,legume
2021eco_Fayette12_i_08,-28.6,0.98,c3,Prosopis glandulosa,PRGL3,PRGL3,Fabaceae,tree,perennial,dicot,yes,legume
2021eco_Fayette12_i_09,-27.89,2.62,c3,Prosopis glandulosa,PRGL4,PRGL4,Fabaceae,tree,perennial,dicot,yes,legume
2021eco_Fayette12_i_12,-18.21,4.69,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Harris_i_01,-31.92,0.24,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Harris_i_02,-31.34,0.83,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Harris_i_03,-32.33,1.76,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Harris_i_04,-13.58,3.34,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Harris_i_05,-12.71,3.51,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Harris_i_06,-12.91,4.8,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Harris_i_07,-12.54,4.8,c4,Cynodon dactylon,CYDA,CYDA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Harris_i_08,-12.72,6.54,c4,Cynodon dactylon,CYDA,CYDA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Harris_i_09,-12.56,4.89,c4,Cynodon dactylon,CYDA,CYDA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Harris_i_10,-30.68,0.01,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Harris_i_11,-29.79,0.62,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Harris_i_12,-30.65,-0.33,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Harris_i_13,-30.15,0.92,c3,Prosopis glandulosa,PRGL5,PRGL5,Fabaceae,tree,perennial,dicot,yes,legume
2021eco_Harris_i_14,-28.35,0.61,c3,Prosopis glandulosa,PRGL6,PRGL6,Fabaceae,tree,perennial,dicot,yes,legume
2021eco_Harris_p_1a,-12.52,2.87,c4,Cynodon dactylon,CYDA,CYDA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Harris_p_2a,-13.02,5.85,c4,Cynodon dactylon,CYDA,CYDA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Harris_p_2b,-30.4,1.05,c3,Oenothera L.,OENOT,OENOT,Onagraceae,forb,annual,dicot,no,c3_forb
2021eco_Harris_p_2c,-12.64,3.86,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Harris_p_3a,-12.82,4.38,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Harris_p_3b,-12.51,6.47,c3,Cynodon dactylon,CYDA,CYDA,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Harris_p_3c,-30.02,0.93,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Harris_p_4a,-12.4,1.17,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Harris_p_4b,-13.05,2.09,c4,Cynodon dactylon,CYDA,CYDA,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Harris_p_5a,-13.44,5.92,c4,Cynodon dactylon,CYDA,CYDA,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Harri_p_5b,-30.2,-1.45,c3,Mimosa spp.,MIQU2,MIQU2,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Harris_p_5c,-30.16,-2.1,c3,Rhynchosia americana,RHAM,RHAM,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Harris_p_5d,-12.39,5.46,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Hays_i_01,-30.43,7,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Hays_i_02,-29.88,4.97,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Hays_i_03,-29.79,3.16,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Hays_i_04,-30.63,-0.07,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Hays_i_05,-30.16,0.63,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Hays_i_06,-31.44,0.03,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Hays_i_07,-27.86,3.71,c3,Prosopis glandulosa,PRGL7,PRGL7,Fabaceae,tree,perennial,dicot,yes,legume
2021eco_Hays_i_08,-28.34,6.94,c3,Prosopis glandulosa,PRGL8,PRGL8,Fabaceae,tree,perennial,dicot,yes,legume
2021eco_Hays_i_09,-28.09,1.45,c3,Prosopis glandulosa,PRGL9,PRGL9,Fabaceae,tree,perennial,dicot,yes,legume
2021eco_Hays_i_10,-25.99,-0.04,c3,Nassella leucotricha,NALE3,NALE3,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Hays_i_11,-26.75,0.23,c3,Nassella leucotricha,NALE3,NALE3,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Hays_i_12,-26.67,0.87,c3,Nassella leucotricha,NALE3,NALE3,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Hays_i_13,-29.34,1.7,c3,Euphorbia marginata,EUMA8,EUMA8,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Hays_i_14,-29.69,3.49,c3,Euphorbia marginata,EUMA9,EUMA9,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Hays_i_15,-29.96,2.62,c3,Euphorbia marginata,EUMA10,EUMA10,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Kerr_i_01,-29.46,5.44,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Kerr_i_02,-29.78,3.96,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Kerr_i_03,-30,3.56,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Kerr_i_04,-30.65,1.79,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Kerr_i_05,-30.52,1.07,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Kerr_i_06,-30.86,2.9,c3,Ratibida columnifera,RACO3,RACO3,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Kerr_i_07,-27.79,1.88,c3,Verbesina occidentalis (L.) Walter,VEOC,VEOC,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Kerr_i_08,-28.97,1.62,c3,Verbesina occidentalis (L.) Walter,VEOC,VEOC,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Kerr_i_09,-29.68,1.15,c3,Verbesina occidentalis (L.) Walter,VEOC,VEOC,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Kerr_i_10,-31.43,1.2,c3,Gaillardia pulchella,GAPU,GAPU,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Kerr_i_11,-30.62,2.25,c3,Gaillardia pulchella,GAPU,GAPU,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Kerr_i_12,-31.92,1.45,c3,Gaillardia pulchella,GAPU,GAPU,Asteraceae,forb,annual,dicot,no,c3_forb
2021eco_Kerr_i_13,-27.89,1.44,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Kerr_i_14,-28.18,0.61,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Kerr_i_15,-28.16,0.44,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_i_01,-27.99,2.43,c3,Ruellia nudiflora,RUNU,RUNU,Acanthaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_i_02,-27.85,3.64,c3,Ruellia nudiflora,RUNU,RUNU,Acanthaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_i_03,-28.1,3.32,c3,Ruellia nudiflora,RUNU,RUNU,Acanthaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_i_04,-14.09,1.57,c4,Panicum virgatum L.,PAVI2,PAVI2,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Uvalde_i_05,-13.88,1.18,c4,Panicum virgatum L.,PAVI2,PAVI2,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Uvalde_i_06,-13.58,0.87,c4,Panicum virgatum L.,PAVI2,PAVI2,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Uvalde_i_07,-28.92,0.36,c3,Diospyros texana,DITE6,DITE6,Ebenaceae,tree,perennial,dicot,no,c3_tree
2021eco_Uvalde_i_08,-27.39,-1.05,c3,Diospyros texana,DITE7,DITE7,Ebenaceae,tree,perennial,dicot,no,c3_tree
2021eco_Uvalde_i_09,-26.85,-0.5,c3,Diospyros texana,DITE8,DITE8,Ebenaceae,tree,perennial,dicot,no,c3_tree
2021eco_Uvalde_i_10,-30.21,4.15,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_i_11,-30.05,2.8,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_i_12,-28.93,2.86,c3,Ambrosia psilostachya,AMPS,AMPS,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_i_13,-26.53,3.27,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_i_14,-27.63,4.43,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_i_15,-28.42,3.08,c3,Solanum elaeagnifolium,SOEL,SOEL,Solanaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_i_16,,,c3,Salvia farinacea,SAFA2,SAFA2,Lamaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_i_17,,,c3,Salvia farinacea,SAFA2,SAFA2,Lamaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_i_18,,,c3,Salvia farinacea,SAFA2,SAFA2,Lamaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_p_1a,-30.16,0.62,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Uvalde_p_1b,-29.35,4.03,c3,Ruellia nudiflora,RUNU,RUNU,Acanthaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_p_1c,-13.75,1.49,c4,Panicum virgatum L.,PAVI2,PAVI2,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Uvalde_p_2a,-14.96,1.24,c4,Panicum virgatum L.,PAVI2,PAVI2,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Uvalde_p_2b,-29.52,0.8,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Uvalde_p_2c,-28.86,3.94,c3,Ruellia nudiflora,RUNU,RUNU,Acanthaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_p_3a,-30.07,0.36,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Uvalde_p_3b,-26.62,1.29,c3,Lolium perenne,LOPE,LOPE,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Uvalde_p_3c,-28.7,5.37,c3,Ruellia nudiflora,RUNU,RUNU,Acanthaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_p_4a,-23.42,1.51,c3,Lolium perenne,LOPE,LOPE,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Uvalde_p_4b,-30.68,0.7,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Uvalde_p_4c,-30.05,2.35,c3,Ruellia nudiflora,RUNU,RUNU,Acanthaceae,forb,perennial,dicot,no,c3_forb
2021eco_Uvalde_p_5a,-15.06,1.4,c4,Panicum virgatum L.,PAVI2,PAVI2,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Uvalde_p_5b,-31.15,0.05,c3,Croton glandulosus,CRGLL,CRGLL,Euphorbiaceae,forb,annual,dicot,,c3_forb
2021eco_Uvalde_p_5c,,,c3,Lolium perenne,LOPE,LOPE,Poaceae,graminoid,perennial,monocot,no,c3_graminoid
2021eco_Washington_i_01,-13,-2.47,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Washington_i_02,-12.88,-2.29,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Washington_i_03,-15.91,1.07,c4,Sorghum halepense,SOHA,SOHA,Poaceae,graminoid,perennial,monocot,no,c4_graminoid
2021eco_Washington_i_04,-30.63,-2.33,c3,Engelmannia peristenia,ENPE4,ENPE4,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Washington_i_05,-31.04,-1.85,c3,Engelmannia peristenia,ENPE5,ENPE5,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Washington_i_06,-30.5,-3.16,c3,Engelmannia peristenia,ENPE6,ENPE6,Asteraceae,forb,perennial,dicot,no,c3_forb
2021eco_Washington_i_07,-28.72,-2.72,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Washington_i_08,-29.58,-1.14,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Washington_i_09,-29.64,0.14,c3,Asclepias syriaca,ASSY,ASSY,Asclepiadaceae,forb,perennial,dicot,no,c3_forb
2021eco_Washington_i_10,-30.38,-0.63,c3,Acaciella angustissima,ACAN11,ACAN11,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Washington_i_11,-31.62,-1.53,c3,Acaciella angustissima,ACAN12,ACAN12,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Washington_i_12,-30.22,-1.55,c3,Acaciella angustissima,ACAN13,ACAN13,Fabaceae,forb,perennial,dicot,yes,legume
2021eco_Washington_i_13,-28.65,-3.08,c3,Ruellia nudiflora,RUNU,RUNU,Acanthaceae,forb,perennial,dicot,no,c3_forb
2021eco_Washington_i_14,-30.33,-2.6,c3,Ruellia nudiflora,RUNU,RUNU,Acanthaceae,forb,perennial,dicot,no,c3_forb
2021eco_Washington_i_15,-29.98,-3.63,c3,Ruellia nudiflora,RUNU,RUNU,Acanthaceae,forb,perennial,dicot,no,c3_forb
